"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"QKI",-1.0221372843841,8.26255712575653,-14.0653644970585,3.17467260282822e-27,9.99899767098472e-25,51.3616831536622,"Down"
"HIGD1B",-2.03276043782064,8.18635768532529,-13.9830502273479,4.93890538708692e-27,1.52621495150395e-24,50.9249160061969,"Down"
"CDH5",-2.17176585989139,9.19489284670501,-13.9375168445085,6.30841127031087e-27,1.9133177737991e-24,50.68303056389,"Down"
"MMRN2",-1.57671555668523,7.17650291585506,-13.8373710439664,1.08140120099829e-26,3.22021615817273e-24,50.1503350542322,"Down"
"ADIRF",-2.69932224605632,9.43700981755719,-13.82583251765,1.15075053537651e-26,3.36553433364223e-24,50.0888986212473,"Down"
"MME",-2.29403150045618,7.83320811591764,-13.8007961374491,1.31695782541579e-26,3.78405881836136e-24,49.955550648606,"Down"
"EMCN",-2.49456488189925,8.41846876479738,-13.7674809182763,1.57606910300186e-26,4.45049306361455e-24,49.7780178784339,"Down"
"EDNRB",-2.98320596074222,8.54842617920493,-13.7545311195735,1.69008034609212e-26,4.69154845903335e-24,49.7089822739099,"Down"
"SSR4",0.8936959973468,12.3129248321592,13.7429109384322,1.79941234386985e-26,4.91179589465006e-24,49.6470217397941,"NS"
"KCNT2",-2.13534469075954,6.70202598638334,-13.6317200279349,3.28011878204551e-26,8.80685006759694e-24,49.0535126974894,"Down"
"ARHGEF10",-1.14235986396826,8.95219602840944,-13.6056811595703,3.77592246864473e-26,9.97452551475216e-24,48.9143626477078,"Down"
"STXBP6",-2.58895814920793,7.41018510925595,-13.5821234435182,4.28897509624386e-26,1.11499736708384e-23,48.7884196663286,"Down"
"ENTREP1",-1.82287566470121,8.33034830251508,-13.5437111304961,5.27980759000952e-26,1.35073672171217e-23,48.5829565212432,"Down"
"CLDN5",-2.16689964107881,9.67546552160318,-13.5409012373613,5.36072090067721e-26,1.35073672171217e-23,48.5679216196859,"Down"
"ANKRD29",-2.41833729491895,7.50095120301146,-13.532877988773,5.59866835240208e-26,1.38931803447941e-23,48.5249877940641,"Down"
"KCNK3",-1.80520770815834,7.70187468833106,-13.4558185796577,8.49889225784013e-26,2.07753518505829e-23,48.112343777106,"Down"
"SEMA6A",-1.1591368697535,6.9751328542893,-13.4381979452274,9.35070777383501e-26,2.25214546940985e-23,48.0179153395538,"Down"
"ST6GALNAC5",-2.10739476280955,6.96117805428887,-13.431378255165,9.70291685085675e-26,2.30310684323669e-23,47.981361695554,"Down"
"TCF21",-2.45259318307328,8.40567536959301,-13.4028798178677,1.13246236190895e-25,2.64963836619212e-23,47.8285667400253,"Down"
"S1PR1",-2.49998470922808,9.2101396780848,-13.3986495716051,1.15874973715322e-25,2.6729581964923e-23,47.8058803080745,"Down"
"TAL1",-0.717572882204296,6.81866511593351,-13.3958490394676,1.17648845085239e-25,2.67618442334173e-23,47.7908604713115,"NS"
"SLC50A1",1.12411416235437,8.68989645530863,13.3700683833315,1.35313100108679e-25,3.03583281312321e-23,47.6525623383384,"Up"
"STARD13",-1.38180142711659,8.05623056127268,-13.3104376817875,1.87046990652838e-25,4.13980488231377e-23,47.3324651693388,"Down"
"CLEC1A",-1.46903032164491,7.17469399003159,-13.2863846639021,2.13159180920857e-25,4.65482808682905e-23,47.2032652545093,"Down"
"SEMA5A",-1.57987762299078,8.40986887608969,-13.2721720953216,2.30275784457736e-25,4.96244315506422e-23,47.1269006003567,"Down"
"TMED3",0.498053573212466,6.38777258635672,13.2671639501813,2.36630150139817e-25,5.03315402466224e-23,47.0999877110708,"NS"
"ADAMTSL3",-1.15536731963729,7.46650989036043,-13.2407200723541,2.73215768757807e-25,5.73683059066072e-23,46.9578490664761,"Down"
"ACE",-1.04633321538607,8.22106274104036,-13.2274185647043,2.93711283871975e-25,6.08911823703191e-23,46.8863305931981,"Down"
"RAMP3",-2.11210912006716,9.19203259813475,-13.1922039904598,3.55728080489246e-25,7.28264312781609e-23,46.6969228573503,"Down"
"CCDC85A",-1.03971342869739,6.56831619402074,-13.1887445080436,3.62488114071628e-25,7.32942016329028e-23,46.6783100624088,"Down"
"ESAM",-1.5699063091645,8.94103230280288,-13.1734851713592,3.93876676734092e-25,7.86696611164751e-23,46.5961999999267,"Down"
"TIE1",-1.81995977106586,8.6971272466112,-13.1079780310513,5.62704419568148e-25,1.10131223505614e-22,46.2434986666287,"Down"
"GNG11",-1.93641262624568,7.0347012769822,-13.1072812742741,5.64844472736083e-25,1.10131223505614e-22,46.2397454030194,"Down"
"ALDH18A1",1.00788390529531,8.78693788251548,13.0871293859152,6.30399877986091e-25,1.21466931784191e-22,46.1311756243589,"Up"
"GCNT3",2.48852943663191,6.98859633862185,13.0825510935212,6.4632659286284e-25,1.23087638812879e-22,46.1065053481283,"Up"
"LDB2",-2.05381017572059,9.32550974264059,-13.045925072788,7.89156928303882e-25,1.48561059445529e-22,45.9090867224481,"Down"
"ANOS1",-2.57236090847884,9.74440120982299,-13.0045513313509,9.88934591293405e-25,1.84054212911402e-22,45.685954107614,"Down"
"TENT5B",-1.73066482135097,7.88456061545371,-12.9974759754061,1.02785745838109e-24,1.89148870262535e-22,45.6477830581844,"Down"
"PLAC9",-1.00998611803192,7.84769039394533,-12.9434479790387,1.38040692362696e-24,2.51203384390693e-22,45.3561823570513,"Down"
"FABP4",-3.82929707357892,9.70136595958359,-12.9173535793457,1.59183290970769e-24,2.86494938408709e-22,45.2152678713322,"Down"
"PKNOX2",-1.00857681415276,7.41721836367667,-12.9096764910034,1.66000717921217e-24,2.95517365012357e-22,45.1738007021404,"Down"
"ENC1",1.12406524946331,7.7180101601814,12.8992296606065,1.75750317297881e-24,3.09509537280074e-22,45.1173660936942,"Up"
"ICAM2",-1.3655500139517,9.57226151073428,-12.8632648003664,2.13920432375839e-24,3.72722217175691e-22,44.9230205994243,"Down"
"UQCC2",0.886343141473595,7.23231464547229,12.8491213120233,2.31116115111374e-24,3.98444182452009e-22,44.8465670920631,"NS"
"JAM2",-1.91808919564208,8.32959542080959,-12.8341372016138,2.50847965049814e-24,4.27957080373527e-22,44.7655539814767,"Down"
"JCAD",-1.89252177481778,7.48579017785087,-12.8284625436765,2.58753995463813e-24,4.36894117289312e-22,44.734869204961,"Down"
"EPAS1",-1.57157499438415,11.3380635460849,-12.804197750189,2.95476813533336e-24,4.93808086943773e-22,44.6036356810332,"Down"
"GRIA1",-1.04001613666918,5.94844522759368,-12.7958941058732,3.09208335651856e-24,5.10812526137713e-22,44.5587168096987,"Down"
"OTUD1",-1.31739924033419,10.1441480953569,-12.7943160072878,3.11889440797236e-24,5.10812526137713e-22,44.5501794812813,"Down"
"ADRB1",-1.87365736575552,7.03308671837625,-12.7589736668801,3.78435341031854e-24,6.13664754001951e-22,44.3589361658125,"Down"
"EMP2",-1.72162054975284,11.5569989783691,-12.7535536478692,3.89830339323384e-24,6.25945225239058e-22,44.329599892464,"Down"
"CYYR1",-1.75492539814738,8.59861539808298,-12.7277267979076,4.49035453403507e-24,7.09570651320659e-22,44.1897823866021,"Down"
"GPR146",-1.64028513547016,7.43270701896282,-12.7271012660793,4.50576063849973e-24,7.09570651320659e-22,44.1863954116386,"Down"
"ACADL",-2.00618540703659,6.6600757768144,-12.7204362868812,4.67323724900662e-24,7.28935996802194e-22,44.1503058794278,"Down"
"FOXF1",-2.03875225481456,8.98917681787446,-12.7103036132271,4.93988006546554e-24,7.59843464434136e-22,44.0954337007269,"Down"
"PALM2AKAP2",-1.40550758126688,9.70016252669357,-12.7094078089075,4.96417454478279e-24,7.59843464434136e-22,44.0905822544455,"Down"
"CASKIN2",-1.21831524721784,8.6713385404475,-12.7071073739369,5.02711305176227e-24,7.62352384831135e-22,44.0781234407246,"Down"
"HSPA12B",-1.09522998892481,7.49886106388444,-12.671956394263,6.09459201395459e-24,9.15754385362828e-22,43.8877067318837,"Down"
"VWF",-1.2416314771516,9.99456197833524,-12.6653845089593,6.31805537501182e-24,9.40701008472214e-22,43.8520969526681,"Down"
"LIMS2",-1.25239968719876,8.50465233477269,-12.6610128917514,6.47123291585148e-24,9.54827501764104e-22,43.8284077451145,"Down"
"SASH1",-1.34553607299679,9.96091311541826,-12.6533690567694,6.74806391806446e-24,9.86783846875534e-22,43.7869837889133,"Down"
"CDH3",1.99780429967699,8.0528882818949,12.631483600097,7.60808297686565e-24,1.10270073446996e-21,43.6683594489454,"Up"
"ARHGEF15",-1.1692132103687,7.50705701465175,-12.6253015878194,7.87033691049856e-24,1.13070506947496e-21,43.6348457985767,"Down"
"CAV1",-2.45363924984919,11.7416423519056,-12.6219350665034,8.01694235739208e-24,1.14175201677711e-21,43.6165943143339,"Down"
"HEG1",-1.45871698528837,10.2191846138515,-12.584738616601,9.83086617379589e-24,1.38801660512439e-21,43.4148861143871,"Down"
"LYVE1",-2.41479845600403,7.66614226813499,-12.5727542852278,1.04988208079202e-23,1.46965544608646e-21,43.3498787662356,"Down"
"RGCC",-2.06089934047469,12.151122441183,-12.5156210209348,1.43646685289423e-23,1.99376729802557e-21,43.0398423730739,"Down"
"CST1",3.24525192283522,6.03919610985954,12.4948959958133,1.60956088114426e-23,2.21524269843535e-21,42.9273266998272,"Up"
"ANGPTL1",-1.60603314509344,5.87346530472822,-12.4791968710016,1.75446307906024e-23,2.38675364418393e-21,42.8420789467939,"Down"
"AMOTL1",-0.604210990220066,7.73700233341282,-12.4782794747348,1.76332391590094e-23,2.38675364418393e-21,42.8370969314162,"NS"
"ADGRL2",-1.69707948965965,8.70215337909135,-12.4633468060829,1.91402485613074e-23,2.56949992571387e-21,42.7559963354072,"Down"
"FILIP1",-1.56812656079587,6.71536480729499,-12.446599808369,2.09844348021769e-23,2.79417132674841e-21,42.6650259254841,"Down"
"PLPP2",1.90766140920975,8.04573459027488,12.4163773597175,2.47748367829215e-23,3.27227642605394e-21,42.500813815554,"Up"
"BDNF",-1.21262010995517,5.66130088323613,-12.413308154862,2.5196227162626e-23,3.30131046775591e-21,42.4841344184052,"Down"
"FXYD6",-1.47019828516392,9.90822912093165,-12.398051698802,2.7399893841488e-23,3.56155128044357e-21,42.401215959211,"Down"
"RMI2",1.50424468202966,7.21434345981874,12.3781343646749,3.05700010895811e-23,3.94232659720597e-21,42.2929452670989,"Up"
"ABCC3",1.70388313255008,8.39768013003889,12.370029621827,3.19628804533262e-23,4.0897504380045e-21,42.2488812710205,"Up"
"DOCK4",-1.47585055270595,9.84101950713148,-12.3656082480882,3.27493617151058e-23,4.1578995827132e-21,42.224841477944,"Down"
"ZBED2",-2.32429261303411,7.15230771881445,-12.3423191047832,3.72236033278953e-23,4.68960134849438e-21,42.0981957816277,"Down"
"PEAK1",-0.788101914939752,8.89846892416852,-12.337369882585,3.82506756289914e-23,4.78221042329481e-21,42.0712780710646,"NS"
"RXFP1",-1.59269203401474,5.4346931594643,-12.328571747956,4.01470848477284e-23,4.98127996694012e-21,42.0234235656199,"Down"
"ADCY4",-1.08258442363061,7.88672698469837,-12.2994721032435,4.71165823490953e-23,5.8020705692743e-21,41.8651148373129,"Down"
"PEAR1",-1.50760707550296,7.13676256555791,-12.289637111332,4.97364099848251e-23,6.07897703530945e-21,41.8115995751312,"Down"
"WFS1",-1.12061553369833,9.06645833542167,-12.2819743731801,5.18783438693998e-23,6.29380382142985e-21,41.7699005259286,"Down"
"RADIL",-0.765547909923099,7.48939799825891,-12.2700334214558,5.54018435300857e-23,6.67184848040988e-21,41.7049138960132,"NS"
"FMO2",-2.50209326155747,9.9868634177691,-12.2619639078439,5.79177589969507e-23,6.92392012300772e-21,41.660992514674,"Down"
"MFNG",-0.9871805050356,7.75577874731414,-12.2505654338136,6.16678324078364e-23,7.31880984909815e-21,41.5989459900119,"NS"
"TSPAN18",-0.96832399696613,7.57301080196008,-12.2324201916066,6.81458425767117e-23,8.02944323540564e-21,41.5001596378086,"NS"
"FCN3",-3.57062520435716,9.5990040295675,-12.2173164489988,7.40550035794209e-23,8.66337749016968e-21,41.4179184262126,"Down"
"KDELR3",1.2836343041487,8.37851571855731,12.2062636882317,7.87021027828872e-23,9.14172368353282e-21,41.3577275252646,"Up"
"TOX3",3.14121321200601,7.29491298602825,12.2024827813977,8.03579333384634e-23,9.26832557899545e-21,41.3371360656454,"Up"
"NLN",0.743601850353077,6.96274091160688,12.1598731488316,1.01614651958224e-22,1.15812115726642e-20,41.1050254579286,"NS"
"SPTBN2",0.735487241986593,6.28354376497058,12.159497287932,1.01825281869804e-22,1.15812115726642e-20,41.1029775876087,"NS"
"ADRB2",-2.02174098208367,8.992195382346,-12.0918523740504,1.47826919615545e-22,1.66973054445752e-20,40.7343001650059,"Down"
"CD93",-1.68910672994348,10.4662428795571,-12.0863145459286,1.52409432401271e-22,1.70969978347125e-20,40.7041079575707,"Down"
"JPT2",0.854809809784109,8.16704724270894,12.0803285149346,1.57522992261439e-22,1.75504188248833e-20,40.6714704773286,"NS"
"LRRN3",-2.15879423478096,7.38270264668077,-12.0488731482153,1.87356421578581e-22,2.07332667068514e-20,40.4999389198289,"Down"
"ERG",-1.3454442916647,7.04943413591138,-12.0441329067006,1.92318732896093e-22,2.11395718615585e-20,40.474085482863,"Down"
"RAMP2",-1.87855516443116,9.00600947569563,-12.026983567641,2.11396877247087e-22,2.30817203703519e-20,40.3805435968152,"Down"
"HS6ST2",2.91594314770917,5.93735284092866,12.0227542896087,2.16386256485604e-22,2.34700272100743e-20,40.3574726892743,"Up"
"GPM6B",-2.07221321431908,8.06357029103519,-12.0177002730346,2.22503522577884e-22,2.3974754557767e-20,40.3299017073444,"Down"
"AHNAK",-0.901191572825909,7.94447559840904,-12.0037414253444,2.40313888457128e-22,2.57245808179794e-20,40.2537464271872,"NS"
"MANEAL",1.53415946260159,6.85918108585004,11.9974363689563,2.48820134943479e-22,2.64621829227552e-20,40.2193450075746,"Up"
"TMOD1",-0.951463487471578,7.39311016013721,-11.9839008832797,2.68113477628451e-22,2.83300808812824e-20,40.1454870846253,"NS"
"GGCT",1.12464719124504,10.8082926111899,11.9322478733271,3.56549769862696e-22,3.74331546846874e-20,39.8635614740835,"Up"
"AFAP1L1",-0.926521487910426,6.91489917666113,-11.91374815851,3.94886730504639e-22,4.11939800777387e-20,39.7625604831519,"NS"
"FAM167A",-1.35593616148361,7.72838671733762,-11.8960214196553,4.35489556303349e-22,4.51420756527611e-20,39.6657659568077,"Down"
"CAVIN2",-2.66924858590848,8.72560987439727,-11.8775471984677,4.82260206706975e-22,4.96758343738795e-20,39.564875878222,"Down"
"SPRING1",-0.588935088790564,7.76683934127392,-11.8757169961724,4.8715912295733e-22,4.98668257237196e-20,39.554880139191,"NS"
"ADRA1A",-0.286701637804701,4.59862336949812,-11.8647654928935,5.17532136741224e-22,5.26468405934644e-20,39.4950650928064,"NS"
"SCN4B",-1.9833654312472,8.22127358533057,-11.8508968100786,5.58732028125735e-22,5.64871182508845e-20,39.4193099404177,"Down"
"CBFA2T3",-1.12095797793532,6.61809998677866,-11.8252790639269,6.43666296744136e-22,6.46746417673342e-20,39.2793573434042,"Down"
"COL6A6",-1.74923106047988,7.03822090796641,-11.8040719919381,7.23677998878436e-22,7.22702048818837e-20,39.163481158352,"Down"
"PAFAH1B3",1.06289057950178,8.49493657112712,11.8029730650354,7.28085468647626e-22,7.22702048818837e-20,39.1574761067094,"Up"
"KLF6",-1.40917580978426,11.2867124355869,-11.7942240589538,7.64147650151216e-22,7.53928326155217e-20,39.1096657783676,"Down"
"ETV4",1.1877338403467,7.26512746600843,11.7862601753301,7.98526392587379e-22,7.83129656155454e-20,39.0661433281706,"Up"
"ZNF106",-0.922660500422822,9.42240972408397,-11.7625572598675,9.10287532872043e-22,8.87421976986805e-20,38.9365932301452,"NS"
"ABLIM3",-1.1389909888339,8.01574128338497,-11.7550872358135,9.4865720173078e-22,9.19355482245368e-20,38.8957608981703,"Down"
"UPK3B",-2.69121078585995,6.99587494841211,-11.7513475357201,9.68470196133029e-22,9.33035580721573e-20,38.8753183334611,"Down"
"PTPRM",-1.3132480549962,9.55791835887648,-11.7414577544879,1.02288603849982e-21,9.79697516874273e-20,38.821254714129,"Down"
"CRABP2",2.42049735747552,8.53802743253588,11.7376497518762,1.04464565455592e-21,9.89390422613016e-20,38.8004368832533,"Up"
"BMPER",-1.22436820098405,5.08109786301935,-11.7375731340685,1.04508818605478e-21,9.89390422613016e-20,38.8000180187573,"Down"
"STK39",1.41890078079617,8.64021531432206,11.7274993051491,1.10493821147838e-21,1.04003896710304e-19,38.7449432175722,"Up"
"RHOJ",-1.40181476386768,7.34293001154797,-11.7148320446413,1.18509071586007e-21,1.10910947110607e-19,38.6756846696524,"Down"
"THBD",-1.94098832874738,8.89356491274823,-11.7060937381121,1.24375088450942e-21,1.15739499923269e-19,38.6279044618364,"Down"
"NOTCH4",-1.14464121961067,8.07881438340522,-11.7048786139629,1.25213503563666e-21,1.15861398947216e-19,38.621260069242,"Down"
"ITIH5",-1.27518694569368,7.77513776413211,-11.6967036128228,1.31003118901431e-21,1.20537588840878e-19,38.576557193794,"Down"
"TMED9",0.574692832842794,10.1968156079985,11.6935542586661,1.3330437173672e-21,1.21969776553296e-19,38.559335147577,"NS"
"MCEMP1",-2.7535204321023,9.66330354075664,-11.6722389545575,1.49980313153713e-21,1.36465420490639e-19,38.4427647955802,"Down"
"TMEM88",-1.10055856652295,7.78105046643227,-11.6687330335739,1.529165793573e-21,1.3836838324386e-19,38.4235899374297,"Down"
"CDH19",-0.635838462176618,5.37085145151039,-11.6676085991882,1.53870446908373e-21,1.38466493377216e-19,38.4174400051181,"NS"
"TOP2A",2.43289498578975,6.5525328843375,11.6572319296082,1.62959075112734e-21,1.45843919792151e-19,38.3606843066492,"Up"
"SLC6A4",-2.92288392917644,7.40127032844322,-11.6538412169861,1.66043899351868e-21,1.47797118673092e-19,38.3421378632149,"Down"
"SOX7",-2.47823843682812,7.53757549204049,-11.6333308633076,1.85990886950714e-21,1.64657229539395e-19,38.22994275099,"Down"
"MSI2",0.679878831873082,6.34937355840391,11.6269835796391,1.92637114985982e-21,1.69624229529054e-19,38.1952192693274,"NS"
"TNS1",-0.973013086166358,8.79407363717472,-11.6097947602217,2.11853746476169e-21,1.85547628865599e-19,38.1011795832966,"NS"
"GDF10",-1.88110500145839,6.63414002888423,-11.5873441369808,2.39872282222821e-21,2.08969587140711e-19,37.9783387600453,"Down"
"CSRNP1",-1.76779172381782,9.39876203283807,-11.5862703958816,2.41301602225716e-21,2.09102520701205e-19,37.9724632902816,"Down"
"UBE2T",1.78129449078489,6.93541246325293,11.5834536500499,2.45091787680805e-21,2.11269120980854e-19,37.9570499994482,"Up"
"EFCC1",-0.995447302857411,7.04271424983128,-11.5636215875737,2.73519086562114e-21,2.34539036634257e-19,37.8485217885824,"NS"
"CFD",-2.15900530098639,10.8371348519139,-11.5490988071891,2.96408726508332e-21,2.52842818893409e-19,37.7690405003427,"Down"
"LGI3",-1.312632739747,7.51556584262236,-11.5374990617037,3.16061236710976e-21,2.68209892997532e-19,37.7055522064677,"Down"
"PROM2",0.925277612070003,7.54355307397339,11.5217991609374,3.4475379502913e-21,2.91050394586964e-19,37.6196166427341,"NS"
"MDK",1.44992737318576,8.94020440517354,11.5193235004071,3.49510382604469e-21,2.93552874169025e-19,37.6060651431652,"Up"
"KLF2",-1.44262340002622,8.62820926847601,-11.5113325418593,3.65316576852605e-21,3.05263004882243e-19,37.5623223357815,"Down"
"SLC1A4",0.893578342114133,7.87142620196261,11.507384699022,3.73387530385717e-21,3.10423399627273e-19,37.5407110468435,"NS"
"COX4I2",-1.28133338571525,8.47060953077298,-11.495045852847,3.99781840226229e-21,3.30688231273999e-19,37.4731629767764,"Down"
"PDZD2",-1.09517153764146,7.25265533482751,-11.4920065148318,4.06565086673029e-21,3.34609195453812e-19,37.4565237232118,"Down"
"GIMAP6",-1.93240653242703,9.03477853765757,-11.4894594753964,4.12338253970467e-21,3.37663796176415e-19,37.442579432543,"Down"
"DPP6",-0.75173589311274,5.83296780580222,-11.4845942738672,4.23594853584497e-21,3.45156045373477e-19,37.4159434079946,"NS"
"PCLAF",1.67220942801017,7.43016158807872,11.4826313093487,4.28223175198443e-21,3.47199958584163e-19,37.4051963848111,"Up"
"CD36",-2.75630240905234,8.84470773479042,-11.4731731619423,4.51243262849678e-21,3.64062175317834e-19,37.3534126107751,"Down"
"ARHGAP6",-0.581102783188987,6.32465504422229,-11.4709594980235,4.56807552647565e-21,3.66744808689305e-19,37.341292366642,"NS"
"MAGED1",0.940158614648881,11.2265668464468,11.4564763150462,4.94946356262399e-21,3.95425923066613e-19,37.2619909913263,"NS"
"DLC1",-0.981720063995837,9.161918932176,-11.4547057730194,4.99822234701276e-21,3.97382939802791e-19,37.252296180256,"NS"
"PPM1F",-0.755994371118543,8.51858176345356,-11.445052665673,5.27263902543521e-21,4.17175275162212e-19,37.1994380715167,"NS"
