"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"MYOM2",-2.41168939716565,7.98820614985247,-11.5065466646439,3.54757403441696e-07,0.000296174353883351,7.13331051546096,"Down"
"MME",-3.26055585289486,7.30301095005162,-11.4656627276788,3.67018537516438e-07,0.000296174353883351,7.10221301138244,"Down"
"RGS9BP",-2.07875971231531,6.35804325204184,-11.4256671564223,3.79461882003462e-07,0.000296174353883351,7.0716671664634,"Down"
"SLC1A1",-2.29245108879829,9.97880514811601,-11.3903022404673,3.90848526509131e-07,0.000296174353883351,7.04455517269442,"Down"
"LRRN3",-2.90957477777621,7.83163602181232,-11.0566918468768,5.18635390188731e-07,0.000375920460427667,6.78396828880201,"Down"
"RAB26",2.47642105151917,6.69581063904238,10.9376264663178,5.74753729729535e-07,0.000393863892000612,6.6888050663502,"Up"
"MYH10",-1.7507192039916,10.9824996242244,-10.9062098499179,5.90642271010456e-07,0.000393863892000612,6.66350180198482,"Down"
"HHIP",-3.50547924046125,7.79977559463666,-10.836408806468,6.27684361839564e-07,0.000402466384470283,6.60699139639907,"Down"
"LRRTM4",-1.57246799672791,5.593360584094,-10.7820969578649,6.58258944684961e-07,0.000406438328401592,6.56274049416008,"Down"
"NOS2",-2.29246323214978,7.18065556693274,-10.6259260869971,7.55593235069563e-07,0.000446358438791953,6.43411489813058,"Down"
"GLIPR2",-1.57533527787702,12.0780695078991,-10.5051323070994,8.4164083824704e-07,0.000446358438791953,6.33319687928159,"Down"
"GPM6A",-2.54221189389276,6.49871118226134,-10.4910998828378,8.52309807481829e-07,0.000446358438791953,6.32139149780128,"Down"
"SERTM1",-2.09151943945501,6.01219679440104,-10.4866846375533,8.55697165744005e-07,0.000446358438791953,6.31767343516282,"Down"
"EMP2",-2.64295243168012,12.8955788936398,-10.4852701720119,8.56785438266601e-07,0.000446358438791953,6.31648195923132,"Down"
"CLIC6",2.84126079294223,10.2004900552555,10.4095358288981,9.17315923366031e-07,0.000463411326013185,6.25243148209342,"Up"
"SLC16A12",-3.25806019410133,6.95687146783472,-10.1692342023252,1.14236154024767e-06,0.000560126742278499,6.04583283405648,"Down"
"LYPD5",-1.75654561226426,7.19282334523127,-10.1360755502798,1.17787551749025e-06,0.000561038935773714,6.01691621199233,"Down"
"PTPRQ",-2.93685078946426,6.50418665644721,-10.0853379539329,1.23456622583264e-06,0.000571707043079331,5.97247497518257,"Down"
"CA4",-3.72967633919872,7.85484706576727,-10.0085999657078,1.32603249900484e-06,0.000580400047417889,5.90480957024549,"Down"
"RALGPS2",1.45192222482585,5.79872151400828,9.98775558592595,1.3521338610988e-06,0.000580400047417889,5.8863353228091,"Up"
"CDO1",-2.504225452792,7.16317786119134,-9.98330182665155,1.35778308735515e-06,0.000580400047417889,5.88238273800425,"Down"
"MYOC",-3.10638768014204,7.24525618387989,-9.95199912294155,1.39822051287774e-06,0.000582743354254619,5.85455024353551,"Down"
"MCOLN3",-1.79138223666247,8.97624117719369,-9.85417175025042,1.53328374106281e-06,0.000623448127981906,5.76697493700276,"Down"
"KHDRBS2",-2.99923060357138,8.59614886757556,-9.73479280069948,1.71766738526598e-06,0.000678037389219647,5.65887573561142,"Down"
"HDGF",2.25025941666076,9.21530657643078,9.71596972805334,1.74888175493041e-06,0.000678037389219647,5.64170640749616,"Up"
"GSTA5",2.5355915414298,6.1813970225295,9.64637882417618,1.86975790924097e-06,0.00069531591879408,5.57793167690667,"Up"
"SLC39A8",-3.29989617714631,8.52407015779135,-9.64244065870084,1.8768649958451e-06,0.00069531591879408,5.57430857232095,"Down"
"CD79A",3.43159917629992,10.8766177781085,9.61127238645954,1.93416153016149e-06,0.000700965366724396,5.54558037773294,"Up"
"MARCO",-2.66395320115206,11.5739101992001,-9.56954656251149,2.01386556579489e-06,0.000714322401007799,5.50697208282296,"Down"
"PTPN21",-1.80945250656339,9.47642728324237,-9.53345326741421,2.08569723947034e-06,0.000724388722483544,5.47343715450605,"Down"
"HMGB3",2.64569261739389,9.58703581517546,9.43946866102708,2.28616046337694e-06,0.000756771252689095,5.38550764398014,"Up"
"SPOCK2",-2.3943098322417,13.2551014498924,-9.43431158917146,2.29775098536573e-06,0.000756771252689095,5.38065729646627,"Down"
"GOLM1",1.9212729513342,8.53360059230558,9.41664254011596,2.33794940398996e-06,0.000756771252689095,5.36401889770234,"Up"
"SSTR1",-2.8890602056134,7.16272450234285,-9.40686919907853,2.36051257512044e-06,0.000756771252689095,5.35480216325994,"Down"
"BPIFB1",2.94937374700846,6.45391479982942,9.28081457629312,2.67376207125385e-06,0.000788019922164205,5.23506005175939,"Up"
"MGAT3",-2.81648600210482,10.2696543152762,-9.27905026349062,2.67845527062183e-06,0.000788019922164205,5.23337260863906,"Down"
"S100A3",-1.60615191855498,6.3218790680391,-9.27766703798883,2.68214101497884e-06,0.000788019922164205,5.23204942618753,"Down"
"TNNC1",-2.7807774838308,8.09201021934523,-9.26021356202696,2.72912444631747e-06,0.000788019922164205,5.21533671831815,"Down"
"B3GALT2",-1.70364429092475,7.92012295913733,-9.25667608588695,2.73875571256389e-06,0.000788019922164205,5.21194557122816,"Down"
"ITLN2",-4.8991916670342,8.52983751625594,-9.25563526834425,2.74159651403778e-06,0.000788019922164205,5.21094756275665,"Down"
"EXOC3L4",-1.70971722004939,8.19538794267803,-9.22272444650861,2.83309644605778e-06,0.000794772541277125,5.179332885364,"Down"
"CTNS",-1.38665677228464,7.75300744192351,-9.20868963487241,2.87312192599024e-06,0.000794772541277125,5.16581684476862,"Down"
"SPP1",6.16786520162769,10.6751886237749,9.18510933861238,2.94176108125895e-06,0.000794772541277125,5.14306227739242,"Up"
"TNIK",-1.64447575265222,8.04880492478243,-9.16220654742094,3.01013792595923e-06,0.000794772541277125,5.12090628220581,"Down"
"GDF10",-3.86880563509347,10.9452142988466,-9.15417630439024,3.03451996468047e-06,0.000794772541277125,5.11312497002832,"Down"
"ZNF534",-1.56323541938963,5.95093319531342,-9.14134981844272,3.07391123854687e-06,0.000794772541277125,5.10068216056818,"Down"
"RADIL",-1.92055045059118,8.94777626626523,-9.13333507059783,3.0988072211033e-06,0.000794772541277125,5.09289844506602,"Down"
"TCEA2",-1.60795001602652,6.44046622396438,-9.09356784496659,3.22562037292583e-06,0.000814762382379494,5.05417817973239,"Down"
"FIBIN",-3.04133164803394,6.80252678005125,-9.073740786801,3.29094477471452e-06,0.00081885582595919,5.03481113777748,"Down"
"PDE4D",-1.80102013631732,9.86002059082188,-9.00045725882675,3.5451650865991e-06,0.000853496699196964,4.96286787432587,"Down"
"MYH2",-1.95575659918968,6.30817671800398,-8.99351318280958,3.57033900823031e-06,0.000853496699196964,4.95602127197779,"Down"
"HES7",-1.72123506498264,6.41892339053928,-8.98179016089605,3.61327967587625e-06,0.000853496699196964,4.94445116063019,"Down"
"CLIC5",-3.91136156046711,11.8607171645046,-8.97593117056705,3.63495085135771e-06,0.000853496699196964,4.93866310507385,"Down"
"SOSTDC1",-3.38003544692979,6.96813282344762,-8.92733182984936,3.82025180026725e-06,0.000865247257873378,4.89051075166653,"Down"
"SH3GL3",-2.22654594424907,7.29601132418088,-8.91152029655157,3.88273189001034e-06,0.000865247257873378,4.87479006048746,"Down"
"TTN",-2.88789914713397,8.09751907514695,-8.91127309275109,3.88371750134828e-06,0.000865247257873378,4.87454406357891,"Down"
"FRAS1",-2.27387382250534,9.95548970311732,-8.89540448743344,3.94755868255363e-06,0.000865247257873378,4.85873916669138,"Down"
"CCL24",2.81453203405244,11.3950765261098,8.88758883679224,3.97942025693309e-06,0.000865247257873378,4.85094491997945,"Up"
"LTF",4.15500305186545,8.65250362918791,8.88345063174445,3.99640326652571e-06,0.000865247257873378,4.84681537913427,"Up"
"FZD1",-1.31498531716554,12.195665326983,-8.85251728829839,4.12587479961388e-06,0.000874395126523931,4.81588816262124,"Down"
"LEMD1",2.89738853146761,6.24746955722698,8.84837499273881,4.14355557527386e-06,0.000874395126523931,4.81173882065659,"Up"
"ACAP3",1.98788022312868,10.8341253226771,8.80523756274306,4.33265325255701e-06,0.000902870779667224,4.76841719807012,"Up"
"FRMD3",-2.71673497268093,8.72426524273918,-8.73482288742418,4.66177188728019e-06,0.000959461717689483,4.69726516546459,"Down"
"CD24",2.44687425998771,11.1109367438193,8.69069037029562,4.88182968783364e-06,0.000985508847822363,4.65239248302854,"Up"
"AGR2",2.0871606837313,11.0191658482943,8.68586654873206,4.90655835698255e-06,0.000985508847822363,4.64747470263496,"Up"
"ST6GALNAC1",3.09360476437599,9.81709205385334,8.666644407975,5.00645772609687e-06,0.000993603056568582,4.62785251987476,"Up"
"GPA33",-1.59694053644728,6.40216245073292,-8.63179739299768,5.19323914161608e-06,0.00100973583632187,4.59217553173631,"Down"
"DEFA4",-1.36369144508439,5.48569155903142,-8.62894083794893,5.20888260594329e-06,0.00100973583632187,4.58924493735556,"Down"
"RHBDL2",2.28116008798285,7.79143163311595,8.60373044956718,5.34918282560156e-06,0.00102501410213338,4.5633415711709,"Up"
"MAOB",-1.20144534738556,6.88684507866195,-8.57829524646556,5.49490233058015e-06,0.00104097178128525,4.53713504355656,"Down"
"PLEKHH2",-1.97972973286365,8.5336248595732,-8.56279520809983,5.58581245549768e-06,0.00104630426343373,4.52112931590736,"Down"
"FGF12",-2.38821402853346,6.79647859733842,-8.50745559787477,5.92395243718289e-06,0.00109731345644751,4.46376305800415,"Down"
"PAFAH1B3",1.61803080780223,7.61064987343212,8.45897846161972,6.23845988515686e-06,0.00113860704857728,4.41322514356149,"Up"
"PYCR1",2.54598951066071,11.0513968520465,8.45225727800616,6.28347720407355e-06,0.00113860704857728,4.40619709617316,"Up"
"LILRB2",-1.54037399453548,11.7175305420505,-8.43305620841022,6.41403635805097e-06,0.0011497677432803,4.38609091908356,"Down"
"LPL",-2.05875074940375,11.1646331490385,-8.40897935425379,6.58192524509299e-06,0.00116731144426537,4.36081941175264,"Down"
"GABARAPL1",-1.29830694252654,12.389911912316,-8.37553527600894,6.82309439732985e-06,0.00119734533366196,4.32560529071789,"Down"
"C17orf67",-1.33602275084831,7.62935592225685,-8.33730677582352,7.1105699363953e-06,0.00123479491051715,4.28519534270801,"Down"
"SLC19A3",-2.59676697563372,7.94304669750543,-8.30755915403726,7.34336160540915e-06,0.00126207403426573,4.25363296055693,"Down"
"OR5L2",3.60239978614852,9.16280379462367,8.23123127406576,7.97936642940875e-06,0.00135738793617014,4.17217623431132,"Up"
"ADPRH",-1.57389665854145,11.6461940568059,-8.15438939701501,8.68046500467565e-06,0.00146173769790856,4.08947873988285,"Down"
"TMEM132A",1.61611393671889,9.99757122476807,8.13094822414698,8.90742853506757e-06,0.00148233522286073,4.06411195850472,"Up"
"RSPO2",-1.98662195670883,6.76192320979555,-8.11467821228588,9.06873887844066e-06,0.00148233522286073,4.04646694276144,"Down"
"GJC2",-2.22469587440106,8.91256842777193,-8.11459884581286,9.06953348520151e-06,0.00148233522286073,4.0463807914913,"Down"
"HOXA3",-1.4548831249494,7.62596235895266,-8.0808895295328,9.41395194616314e-06,0.00152368925140277,4.00972167178369,"Down"
"RECK",-2.09720829158024,9.77560643410921,-8.06946188433626,9.53390950257355e-06,0.00152826735882119,3.99726312867451,"Down"
"FOXF1",-2.18253506249274,8.36845687213448,-8.04899650916354,9.75289953094115e-06,0.00154673358180862,3.97491234630303,"Down"
"PSAPL1",-2.05174993393774,5.63535744886705,-8.04046506204829,9.84579565658464e-06,0.00154673358180862,3.96558003932589,"Down"
"AHRR",-1.13476793881538,6.14092884990711,-8.03303793679731,9.92744845861211e-06,0.00154673358180862,3.95744857545031,"Down"
"JAKMIP2",-1.54021302382496,6.78210593272232,-7.9957148189828,1.03490403933152e-05,0.00159241141675862,3.9164850987383,"Down"
"HSH2D",1.73872516835361,7.95970554045625,7.9903117317084,1.04116636330568e-05,0.00159241141675862,3.91054104056016,"Up"
"CCHCR1",1.48828221879988,8.31514665446093,7.95570070476179,1.08226874302696e-05,0.00164022747409113,3.87238056386186,"Up"
"AQP4",-3.06213682484445,11.1633982163347,-7.93289423491754,1.11031197317107e-05,0.00166150418058417,3.84715549707882,"Down"
"COL17A1",2.40936273464762,6.94159992361456,7.92815267692086,1.11624058679999e-05,0.00166150418058417,3.84190312861383,"Up"
"GFRA2",-1.42538499114334,7.6218111464396,-7.89919418392359,1.15320172971889e-05,0.00169867026305514,3.80976520250758,"Down"
"POPDC3",-1.12094664302611,5.26025126839342,-7.89276330567114,1.16158844693351e-05,0.00169867026305514,3.80261430994987,"Down"
"TBX3",-3.10567331860918,8.27809282286731,-7.87188360343039,1.18927716769298e-05,0.00172403823153127,3.77936183693908,"Down"
"LRP4",-1.99744953776949,9.07949131738841,-7.77999827371912,1.31991582117348e-05,0.00189692384955027,3.67639484805385,"Down"
"LAMC3",-1.49497990078752,8.12512612968843,-7.76002680991874,1.35031923967855e-05,0.00191922311544495,3.65387605761659,"Down"
"ANXA3",-2.35065870068814,11.1430972189938,-7.7451385201586,1.3734776521712e-05,0.00191922311544495,3.63705639744562,"Down"
"SH2D3C",-1.88963453318204,11.3600570227435,-7.74123210327898,1.37962499300152e-05,0.00191922311544495,3.63263863412961,"Down"
"GBP7",-0.995676576622656,5.20143193810103,-7.73618799117941,1.38760678895918e-05,0.00191922311544495,3.62693142711505,"NS"
"PCOLCE2",-2.62483549563537,8.87649624708635,-7.73280138525868,1.39299380342414e-05,0.00191922311544495,3.62309783312556,"Down"
"TK2",-0.930403458347914,9.94435389828004,-7.7177426952089,1.41722318067045e-05,0.00192868756852056,3.60603418406157,"NS"
"BPIFA1",3.01334289189205,7.25456667265789,7.71419263787031,1.42300144519242e-05,0.00192868756852056,3.60200731765941,"Up"
"SERPING1",-1.63611563990134,10.3243399150448,-7.68852202811655,1.46555135328076e-05,0.00197033924278578,3.5728417450001,"Down"
"FZD8",-1.65915933733301,8.65349224265608,-7.65906166127406,1.51608782590401e-05,0.00202197601165165,3.53926814449426,"Down"
"SCN3B",-1.61304576631338,6.89581681226593,-7.62710378782165,1.57305055812238e-05,0.00208129570273478,3.50272425903052,"Down"
"NTNG1",-2.70079257392857,7.48223799267671,-7.60359311677517,1.61643495093433e-05,0.00212185724937214,3.47575704074977,"Down"
"CDC42EP2",-1.67743036520261,7.70025692831158,-7.57750521948071,1.66609636515889e-05,0.00216996035184093,3.44575134210746,"Down"
"ADRA1D",-0.913772178805649,5.27004369060992,-7.51334435249078,1.79540090731758e-05,0.00232024252138693,3.37158477646821,"NS"
"SEMA5A",-2.54992449581824,11.0542459139846,-7.49408101235973,1.8363122535074e-05,0.00234577840118904,3.3492141774454,"Down"
"GJD3",-1.70834860883485,8.6375018900338,-7.48778400205712,1.84990369128709e-05,0.00234577840118904,3.34189105964727,"Down"
"TTC3",1.2446791443812,8.38081522157249,7.47803954800549,1.87115109636931e-05,0.00234577840118904,3.33054864376513,"Up"
"MYO5B",-1.56767220935247,8.02919506048231,-7.4779057867418,1.87144458855583e-05,0.00234577840118904,3.33039286209137,"Down"
"SALL4",1.77237490029588,6.20110025257387,7.45507442414571,1.92227743433678e-05,0.00239151396327078,3.30376898908541,"Up"
"TGM1",-1.79765384911501,7.00803039054834,-7.44415960196164,1.94710480046604e-05,0.00240445808359773,3.29101726021187,"Down"
"PPDPF",2.0441843843848,9.37786764242867,7.41128442688933,2.02400370534157e-05,0.00248104160086392,3.25251591039728,"Up"
"KCTD16",-1.17888404999386,6.06779769618284,-7.38582997007655,2.08580085411421e-05,0.00252868147042841,3.22260859172715,"Down"
"CES1",-2.33401900455556,14.3172596513322,-7.3821719845898,2.09484799461362e-05,0.00252868147042841,3.21830374948989,"Down"
"CASP12",-1.02590159864737,5.24365401610464,-7.3767355639876,2.1083721695732e-05,0.00252868147042841,3.21190275354298,"Down"
"ATXN1L",-1.06330449528432,11.22584117525,-7.35936859959365,2.15221245565684e-05,0.00256282384630394,3.19142849322537,"Down"
"CFD",-2.07457989388474,14.143529610602,-7.33372890772563,2.21874816945307e-05,0.00260919905339485,3.16112908953461,"Down"
"LAIR2",-1.48042129176812,7.87428266501405,-7.32871543930485,2.23201643850554e-05,0.00260919905339485,3.15519439278809,"Down"
"SGCE",-1.86184560843355,11.1348130451108,-7.32125793727808,2.25191190055808e-05,0.00260919905339485,3.14636045465101,"Down"
"HOXA4",-1.8814572496561,6.92991058017944,-7.31216099477118,2.27644116170866e-05,0.00260919905339485,3.135574573576,"Down"
"TOMM20L",1.10308027958223,8.8237555435806,7.31089489852377,2.27987794173519e-05,0.00260919905339485,3.13407254987994,"Up"
"NCOA1",-0.973127445846916,7.16119934877125,-7.30600328869272,2.29320887495907e-05,0.00260919905339485,3.12826744096783,"NS"
"DDAH2",-1.49903638306079,12.4036371684253,-7.29934594208344,2.31148749713234e-05,0.00260919905339485,3.12036177885951,"Down"
"ECE2",0.930150075683998,6.88982975090283,7.29757855749521,2.31636650412356e-05,0.00260919905339485,3.11826201088924,"NS"
"RBP2",-2.02583899977427,6.03695235158277,-7.26177190074278,2.41765025127615e-05,0.00270500988852514,3.07563248581604,"Down"
"MUC4",2.83701120709208,6.22242083402816,7.22400503775595,2.5296900098928e-05,0.00280966104283481,3.03048514062879,"Up"
"LTK",1.24250731062377,8.65724406732862,7.21387174412534,2.5606977954352e-05,0.00280966104283481,3.01833931490051,"Up"
"TGM2",-1.20477188705848,7.21194049579475,-7.21353189757286,2.56174481741282e-05,0.00280966104283481,3.01793173580893,"Down"
"TUBB6",-1.80054840649474,12.7760660735575,-7.20558494678147,2.58636070988734e-05,0.00281811891467529,3.00839654336714,"Down"
"SPTBN2",2.34568875773317,7.54567592986219,7.19859930572006,2.60821012805699e-05,0.00282347214576871,3.00000782888543,"Up"
"AGTPBP1",-1.12621743375453,9.91397137540991,-7.19078634742674,2.63288378796606e-05,0.0028279582491706,2.99061791439875,"Down"
"SYT12",1.90697156469548,5.78888713847017,7.18657721107073,2.64628088819275e-05,0.0028279582491706,2.98555583300081,"Up"
"SAR1B",1.27782088666981,9.11159157741792,7.17332502524701,2.68894413552749e-05,0.00285524762314515,2.96960273978868,"Up"
"CAV2",-3.07121350783203,9.94385688408985,-7.16650244335305,2.71119767599789e-05,0.00286065673775701,2.96138049536269,"Down"
"TP53INP1",1.24803107677803,8.51233786203574,7.15831392286522,2.73816969021349e-05,0.00287094508839931,2.95150385616418,"Up"
"PTPRD",-1.93513861579424,7.88430553624399,-7.15164271302445,2.76035822917754e-05,0.00287612075241368,2.94345068715957,"Down"
"GRIA1",-2.19526618782262,6.46393915942075,-7.11366313415004,2.89043789117259e-05,0.00294683019254854,2.89748965229664,"Down"
"RASIP1",-2.25750952247508,10.1192141720128,-7.11178122873415,2.89705333774199e-05,0.00294683019254854,2.89520721574642,"Down"
"GPC3",-2.72379866654343,10.7920903646016,-7.11140485904494,2.89837834892739e-05,0.00294683019254854,2.89475068499413,"Down"
"RBM14",1.04194707721479,9.92038238551392,7.11124901552876,2.89892718839878e-05,0.00294683019254854,2.89456164357289,"Up"
"SNCB",1.96965957180291,7.45648452016306,7.09965241399524,2.94008408665921e-05,0.00297055404901186,2.8804855384053,"Up"
"KIF1C",-1.12936253241269,13.0353037315505,-7.08536176617608,2.99167266004647e-05,0.0029876697331544,2.86311440451354,"Down"
"PPARGC1A",-1.51861792188113,6.72909321425921,-7.08503410030258,2.99286692721963e-05,0.0029876697331544,2.86271578363291,"Down"
"C1GALT1",1.2181666993198,8.03621960834916,7.06209073620249,3.07778458610215e-05,0.00304561430416946,2.83476799926665,"Up"
"BDNF",-2.57969153276842,6.12271052760349,-7.05581318983339,3.10146987357917e-05,0.00304561430416946,2.82710877211841,"Down"
"VGLL3",-2.50164294488555,9.66821089643909,-7.05469245397019,3.105719103286e-05,0.00304561430416946,2.8257408016188,"Down"
"THSD1",-1.75981982103237,9.7917913135569,-7.04017539103605,3.16133195680767e-05,0.0030820213480667,2.80800587263566,"Down"
"GALNT7",1.5754683704016,8.45476813519469,7.02662987940401,3.21419388169561e-05,0.00311149847890612,2.79143203984192,"Up"
"KDELR3",2.06912778575106,7.9729381726089,7.01616558625033,3.25568475014565e-05,0.00311149847890612,2.77861119934527,"Up"
"ADH1B",-3.27339997757525,8.67642478193894,-7.01464070040159,3.2617790453645e-05,0.00311149847890612,2.77674166667206,"Down"
"CDADC1",-1.43983183955978,8.33773614433514,-7.01353039791678,3.26622418456344e-05,0.00311149847890612,2.77538022013915,"Down"
"TRPT1",0.956052266925674,9.03731198126664,6.99971205055588,3.32209720882744e-05,0.00313090259924229,2.7584221879484,"NS"
"MNX1",4.00049169577492,7.39755970237827,6.99920810237105,3.32415428028243e-05,0.00313090259924229,2.75780324504112,"Up"
"PHACTR1",-1.19334475596582,8.25713247176747,-6.98329404683866,3.38982680883669e-05,0.00317482037809643,2.73823997040636,"Down"
"FAM20B",-1.20659979769123,11.8202550067479,-6.97189323264191,3.43773537751217e-05,0.00320170315522377,2.72420358795991,"Down"
"DPEP3",1.98428880967024,8.4989882872832,6.94374454266532,3.55918152267235e-05,0.00329639528691504,2.68947147025032,"Up"
"POU3F2",0.987250262333471,5.20205101609859,6.9183529218352,3.67271187996797e-05,0.0033827502624832,2.65804799248117,"NS"
"SCHIP1",-1.60977817979754,9.92955981804799,-6.89758028254386,3.76849802168081e-05,0.00345190277579345,2.63227479922732,"Down"
"FUT2",2.4613838128683,6.18818312891657,6.88362702122163,3.8343509350896e-05,0.00347866274180556,2.61492920595134,"Up"
"ABCC3",2.67883282691567,10.3061588901286,6.88255837409611,3.83944541114644e-05,0.00347866274180556,2.61359964050281,"Up"
"PLIN5",1.56099263150767,6.67283478218407,6.85913080228258,3.95298536242864e-05,0.00355630164832091,2.58441239799713,"Up"
"GRHL1",1.41434645031157,8.4413611215712,6.85612743748475,3.96780101126321e-05,0.00355630164832091,2.58066516591839,"Up"
"SLC2A1",1.60213074782896,10.2901782969677,6.84385795084943,4.02895199392173e-05,0.00359179992998231,2.56534382150902,"Up"
"SIDT1",1.89210714964046,6.38951287394902,6.81696039905298,4.16659713973029e-05,0.00368502564765422,2.53168283574535,"Up"
"CAMK2N1",-3.01770554718411,9.7575952734671,-6.81482639774871,4.17773287389268e-05,0.00368502564765422,2.52900793407623,"Down"
"PIAS3",1.18005852447331,8.74097878097432,6.80860244358971,4.21039476810741e-05,0.00368561581153333,2.52120279204623,"Up"
"RNASE13",-2.07976596949791,7.19640859027036,-6.80628663500983,4.22261783937896e-05,0.00368561581153333,2.51829727971635,"Down"
"S100B",2.21355711020196,7.07720734902825,6.79806103657313,4.26634381829586e-05,0.0037043863434797,2.50797105873687,"Up"
"ACADL",-3.56226827399607,8.4874458860126,-6.78848208904768,4.31788054545495e-05,0.00372044517713355,2.49593399933197,"Down"
"COL10A1",4.87083802672107,8.72947080868662,6.78366615010182,4.34404466318611e-05,0.00372044517713355,2.48987738201897,"Up"
"C1orf21",-1.22113546512708,8.05229761816956,-6.78064372329347,4.36055227100611e-05,0.00372044517713355,2.48607466812146,"Down"
"ZNF677",-1.14053508069269,6.13110861598466,-6.77732393231677,4.37876201244629e-05,0.00372044517713355,2.48189635218024,"Down"
"WNT3A",-2.22265973757851,8.74907132822361,-6.7741183561167,4.39642312935823e-05,0.00372044517713355,2.47786032837159,"Down"
"WIF1",-4.69850544768439,11.5994308929014,-6.75546714038143,4.50071810065941e-05,0.00377668804667785,2.45434879690848,"Down"
"TRPV2",-1.17863144567879,11.1010987743959,-6.75414827084252,4.50819339745001e-05,0.00377668804667785,2.45268440284378,"Down"
"TRIOBP",-1.2051706019666,9.04803160888195,-6.74287922697155,4.57261463466232e-05,0.00381150292872278,2.43845311071561,"Down"
"CLEC3B",-2.69219427838005,13.7735353858382,-6.73489873098301,4.61883662384445e-05,0.0038308768833886,2.42836405983827,"Down"
"TUSC1",2.09865602493148,7.68206753367881,6.72487849108562,4.67758737416888e-05,0.00385236676553072,2.41568369852261,"Up"
"LILRB5",-1.86872818074865,10.1546488776375,-6.72261616532725,4.69096307001821e-05,0.00385236676553072,2.41281883391483,"Down"
"IGFBP2",2.0264593886238,11.9741283836276,6.69122128376388,4.88090086452597e-05,0.00398846323011949,2.37298817157667,"Up"
"SLIT2",-2.76504647562342,10.8534518208459,-6.68740726584718,4.90453459405252e-05,0.00398846323011949,2.36813988977327,"Down"
"KANK3",-1.80120672487172,8.08594126702882,-6.67425018680261,4.98701469848287e-05,0.00403239972025467,2.35139922712137,"Down"
"PID1",-1.68310990292646,9.71831910299541,-6.67110712859359,5.00693864850769e-05,0.00403239972025467,2.34739648716616,"Down"
"AGER",-4.09190137599054,12.0758298706839,-6.66514663659014,5.04495849324379e-05,0.00404348572311861,2.33980187020333,"Down"
"CFL2",-1.26260922411466,7.27472641157107,-6.64071074724312,5.20411142078412e-05,0.00415108810985129,2.30861423166052,"Down"
"ARHGDIB",1.42079380345305,13.1019300763225,6.63240788538569,5.2594138097108e-05,0.00416512485499827,2.29799804354527,"Up"
"TMEM139",-2.69561853411474,7.64791941687561,-6.63057942680319,5.27167743029594e-05,0.00416512485499827,2.29565883324428,"Down"
"KIAA0408",-1.43891981616335,8.94499132728147,-6.5985554186968,5.49153813471734e-05,0.0043183694454657,2.25461262865471,"Down"
"BTNL8",-1.75086109271273,6.54632183452621,-6.59462535402868,5.51919356114425e-05,0.00431974065060262,2.24956531832078,"Down"
