"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Regulation"
"JUND",-1.61348571793919,7.42240628640668,-9.79094528491178,3.54694021682426e-08,1.35613863183685e-05,9.14977338018464,"Down"
"CAVIN2",-2.78517684644318,7.62755925195962,-9.7527650805347,3.74458207964806e-08,1.40187791606824e-05,9.09781985611758,"Down"
"C11orf96",-2.16708699744394,8.12705897915438,-9.73742173846016,3.82724305243159e-08,1.40358280922848e-05,9.07689192799045,"Down"
"PTGDS",-2.1706212965107,8.18188246000066,-9.59532987808396,4.69054414062751e-08,1.68578156414153e-05,8.88172375785272,"Down"
"IL1RL1",-2.82774277287069,6.05909441135301,-9.51091657989356,5.29846964105297e-08,1.83745611915325e-05,8.76460880632706,"Down"
"EPAS1",-3.03915319805228,9.04662357109343,-9.50849740391942,5.31706834702108e-08,1.83745611915325e-05,8.76123948986333,"Down"
"RGCC",-2.10901395059587,7.94244855350547,-9.41576825481118,6.08434594716611e-08,2.06293767302972e-05,8.6315434042214,"Down"
"PGC",-2.27875571047653,7.11372881336708,-9.39253706339549,6.29425867055031e-08,2.09458941314424e-05,8.59888327154962,"Down"
"CRISPLD2",-2.29014995009111,8.03223698062352,-9.25133576097297,7.74531948401377e-08,2.53060711141323e-05,8.39891471509225,"Down"
"SCN7A",-3.25218076475016,5.90433065769232,-9.14774320118411,9.03140711597285e-08,2.89811403346486e-05,8.25060240745266,"Down"
"CCNA2",2.63937335519445,7.21721558956429,9.08077598693967,9.98080022917039e-08,3.09588687926132e-05,8.15399626877642,"Up"
"FLRT3",-2.4164089874129,6.28729335976881,-9.0800072036514,9.99228931536763e-08,3.09588687926132e-05,8.15288388550125,"Down"
"PREX2",-1.81951578439675,6.20006858273641,-9.04287372573785,1.0564119392469e-07,3.19621116792232e-05,8.09906326979537,"Down"
"LDLR",-2.11128826019094,7.96563551224196,-9.03611648636817,1.06718235990729e-07,3.19621116792232e-05,8.08925030616794,"Down"
"NR4A2",-3.0353848692379,7.64157729301568,-8.98317056058008,1.15567425136832e-07,3.36053156518957e-05,8.01215686629622,"Down"
"KLF2",-1.8813928880246,8.13052444067089,-8.98100789124394,1.15944884274765e-07,3.36053156518957e-05,8.00900012182139,"Down"
"NPNT",-1.91392980531105,7.60552627276877,-8.96455457304064,1.18859311996749e-07,3.39032037552631e-05,7.98496410230282,"Down"
"DEPP1",-1.73008596629169,7.93007897559481,-8.94977358677334,1.21543179165578e-07,3.4127045775085e-05,7.9633411007879,"Down"
"GPX3",-2.78352192550908,8.31126283123036,-8.88573189195023,1.33928780683416e-07,3.66184821876203e-05,7.86932571147096,"Down"
"GPRC5A",-3.38890908468542,7.87488738646916,-8.88296981822228,1.34491921223313e-07,3.66184821876203e-05,7.86525882962826,"Down"
"HBEGF",-1.92828515449623,7.24250013525872,-8.86174001957941,1.38904246536529e-07,3.72553628397227e-05,7.83396665383562,"Down"
"WIF1",-2.31568873141468,6.1759815271421,-8.82752183832807,1.46339017171479e-07,3.86722373319335e-05,7.78340536333841,"Down"
"NR4A3",-2.61429149024219,6.65088088487133,-8.76802819640579,1.60277925572816e-07,4.1741946703529e-05,7.69512940954776,"Down"
"FCAR",-1.47577844483222,6.09980071497049,-8.74945749368623,1.64909200686583e-07,4.23345476619699e-05,7.66747861736224,"Down"
"TGFBR3",-1.90931337711479,7.06957585231148,-8.7214975127234,1.7214894098247e-07,4.35706544993659e-05,7.62576145123602,"Down"
"SYT15",-1.68587352585809,5.83600181516953,-8.69398500933648,1.79599267837321e-07,4.48249839310647e-05,7.58461056227636,"Down"
"LTBP4",-1.09482602798674,7.76882211102615,-8.61911434472267,2.01639789961417e-07,4.96365345973515e-05,7.47211430633774,"Down"
"PNRC1",-1.69137266587066,9.07431589233902,-8.60717474659532,2.05409250538987e-07,4.9796504800625e-05,7.45410525489695,"Down"
"FMO2",-3.01342836557849,6.63582769577798,-8.59962216519009,2.07831823041006e-07,4.9796504800625e-05,7.44270347455098,"Down"
"GADD45B",-2.08064664221168,8.55564324808361,-8.58813614142708,2.11573750780529e-07,5.00260565990278e-05,7.42534888554134,"Down"
"GEM",-1.3896690452488,7.25209771659445,-8.5656599679557,2.19102156573091e-07,5.11333214755641e-05,7.39133765902275,"Down"
"MXD1",-1.67161417427113,7.78150541843831,-8.54385598975528,2.26674506823323e-07,5.17672172996757e-05,7.35827864981476,"Down"
"ADAMTSL3",-1.20298174118686,6.30187775710761,-8.54130039309999,2.27579864589559e-07,5.17672172996757e-05,7.35439968195583,"Down"
"VWF",-1.8331133761992,7.91765065387348,-8.52145439819374,2.34741106380703e-07,5.27287210207654e-05,7.32424680040285,"Down"
"ADGRD1",-1.37004528321688,6.97921197800877,-8.50239782383386,2.41840342831708e-07,5.36527279097011e-05,7.29524326588646,"Down"
"SLPI",-3.52884137788674,8.0241420992681,-8.48660277401,2.47895278492653e-07,5.37585696912988e-05,7.27116645308231,"Down"
"CLIC5",-1.6685916863167,5.85455778923913,-8.47987543582233,2.50522284602386e-07,5.37585696912988e-05,7.26090153740161,"Down"
"MAD2L1",2.21526011714401,5.90373110364826,8.47791796835446,2.51292145468509e-07,5.37585696912988e-05,7.25791358225407,"Up"
"TNS2",-1.0436408373494,7.23694648701782,-8.46411112297766,2.56793313492572e-07,5.42891275701355e-05,7.23682352082956,"Down"
"OGN",-2.23233226265849,5.81591717491889,-8.44848399332404,2.63172557370117e-07,5.49908239062907e-05,7.21292176293302,"Down"
"ERN1",-1.00512837120205,7.08094231074502,-8.43216818672268,2.70010680319129e-07,5.57711715555719e-05,7.18793127909866,"Down"
"VSTM4",-1.15461660082059,6.46730265107994,-8.38617938045878,2.9030730485557e-07,5.92820712301658e-05,7.11729648941795,"Down"
"SUSD2",-1.46628166213223,8.06100223941408,-8.37319819745385,2.96321602837212e-07,5.98303281234236e-05,7.09730633833208,"Down"
"MKNK2",-0.846653166364233,7.86824128117715,-8.3537887093417,3.05559219871003e-07,6.10099909009103e-05,7.0673740829705,"NS"
"VNN2",-2.39964277105594,6.22407836870384,-8.33562090151633,3.14479856999261e-07,6.2101132200843e-05,7.03930998506021,"Down"
"MYADM",-1.68641745597344,7.79173087807343,-8.31878496008538,3.22990598390175e-07,6.26285054089244e-05,7.0132628797352,"Down"
"PODN",-1.47459960389914,8.02927561457633,-8.31506044742869,3.24905810854044e-07,6.26285054089244e-05,7.00749538765278,"Down"
"CLEC1A",-1.10520507209968,5.42064027131952,-8.30984836524001,3.27605982662153e-07,6.26285054089244e-05,6.99942116528709,"Down"
"ADRB2",-1.93923143486344,5.90842074050156,-8.30217483948281,3.31624249565794e-07,6.27293448915507e-05,6.98752704721944,"Down"
"PPP1R15A",-1.20398929441487,7.49331811313661,-8.294296895674,3.35803384521746e-07,6.28581960401644e-05,6.97530766506696,"Down"
"MYH11",-2.5006334310271,8.19507225995107,-8.22734844665053,3.73628497023966e-07,6.85389213372513e-05,6.87112009158697,"Down"
"RAB11FIP1",-1.37694671072748,7.36001993927127,-8.22709597185142,3.73779315027859e-07,6.85389213372513e-05,6.87072601185134,"Down"
"DUOX1",-1.35546663115912,7.0661094080055,-8.21133917153569,3.83319262615406e-07,6.95782540323116e-05,6.8461143115606,"Down"
"TCF21",-1.50198777736035,6.36568904603004,-8.20479956647837,3.87353332049789e-07,6.9607393769347e-05,6.83588954832699,"Down"
"CSF3R",-1.33871856006364,7.42492101373435,-8.1972377019703,3.92073566770935e-07,6.9758039553205e-05,6.82405909488575,"Down"
"FHL1",-1.52217122626308,6.99786556180145,-8.17430979524537,4.06757807919078e-07,7.16611549833905e-05,6.78814025791793,"Down"
"PDE5A",-1.46096858042107,6.88067632101387,-8.11581950322237,4.46890929906156e-07,7.79672816545012e-05,6.69617916475885,"Down"
"ITGAX",-1.24641698162346,7.48869486756834,-8.07437194015591,4.77829539842701e-07,8.25634310670513e-05,6.63072535608878,"Down"
"ANGPT1",-1.80126654718826,5.54487410410599,-8.02925375085609,5.14074609684252e-07,8.79801974859619e-05,6.5592024066036,"Down"
"PER1",-1.42247899253822,7.3764150159101,-7.99382402083214,5.44551975753818e-07,9.16715344945258e-05,6.50283830188872,"Down"
"NEDD9",-2.25381059437589,7.23755046527123,-7.9923659637209,5.45846087418712e-07,9.16715344945258e-05,6.50051495290166,"Down"
"STEAP4",-2.47029177747423,6.85296817364782,-7.92743889066596,6.06867179298042e-07,9.93645701238664e-05,6.39675384814381,"Down"
"TTK",2.85004233767744,5.7892711974759,7.92637963237785,6.07920013809043e-07,9.93645701238664e-05,6.39505611295059,"Up"
"AREG",-2.59982549198363,6.96469757677406,-7.92605640229601,6.08241664642477e-07,9.93645701238664e-05,6.39453802172894,"Down"
"ABCA6",-2.26808099115507,5.77032228851068,-7.91260607996926,6.21785611143566e-07,0.000100662048939188,6.37296604339996,"Down"
"BTG2",-2.29567664620483,8.71205508389324,-7.86309710631195,6.74424215438986e-07,0.000106574993039991,6.2933423953455,"Down"
"STX11",-1.82600644163301,7.13514584305341,-7.86173273561489,6.75939276221921e-07,0.000106574993039991,6.29114322086592,"Down"
"ABCA9",-1.75855052887447,5.42913339280554,-7.85864798679363,6.793778828198e-07,0.000106574993039991,6.28617006747423,"Down"
"CHRDL1",-2.0481224934865,6.60198098259217,-7.85627770645269,6.82032509716138e-07,0.000106574993039991,6.28234784767652,"Down"
"KDM6B",-1.60808137048366,7.50121676181615,-7.84306349379039,6.97032420336595e-07,0.000107800405496065,6.26102456697001,"Down"
"TREM1",-1.9885175895204,7.1693515580241,-7.83814741238667,7.02700675869694e-07,0.000107800405496065,6.25308536317435,"Down"
"MT1X",-3.37277435359243,8.50305038669771,-7.8336989906121,7.07871332695363e-07,0.000107800405496065,6.24589845514234,"Down"
"DENND3",-1.05749970715482,6.71087880601767,-7.82775847238968,7.14838560117803e-07,0.000107946629624512,6.23629653304386,"Down"
"NUF2",2.73184528470766,5.68478542598789,7.80260978633209,7.45139050412645e-07,0.000111584572799294,6.19559219677176,"Up"
"CKAP2L",2.32893311789546,5.60500449423902,7.79120354344097,7.5932249691001e-07,0.000112768803879941,6.1771010840204,"Up"
"TBX2",-1.01790254772954,7.11523483203547,-7.77423641463598,7.80946138807321e-07,0.000114812722257073,6.14956082331376,"Down"
"TBX4",-1.09305515564933,6.55590019828582,-7.7704467444732,7.85863374380636e-07,0.000114812722257073,6.14340401813002,"Down"
"SNX33",-0.956474878476065,6.83549651394724,-7.76514739095362,7.92793914174155e-07,0.000114891182562174,6.13479111581755,"NS"
"FZD4",-1.26048225573549,6.8228709014971,-7.7469558322976,8.17075978115572e-07,0.000117462842613895,6.10519446212824,"Down"
"MGAM",-1.73975662807577,5.6693349444043,-7.72640419127226,8.45447827495649e-07,0.000120576963969022,6.07170142879878,"Down"
"ITIH5",-0.815643401781997,6.33650255625426,-7.72101990968987,8.53050135708061e-07,0.000120703235737589,6.06291671439826,"NS"
"ALPL",-1.4592643123484,7.48414450038391,-7.70693140199652,8.7328292583166e-07,0.000122600735759335,6.03991108636366,"Down"
"RARA",-0.741636682158041,7.12969852416148,-7.677339925406,9.17433136510753e-07,0.000125369005353851,5.99149791883026,"NS"
"IL18R1",-1.74143564562843,6.1785697398192,-7.6762320973352,9.19130702127905e-07,0.000125369005353851,5.98968302803919,"Down"
"FOXO3",-0.915330012451881,7.62803696648835,-7.67335980238275,9.23547357442974e-07,0.000125369005353851,5.98497669655159,"NS"
"DPYSL2",-1.5653957648565,8.67956152828411,-7.67011137903192,9.28569159206006e-07,0.000125369005353851,5.97965264858177,"Down"
"FOXF1",-1.29934119622836,4.93144351042072,-7.66145984503234,9.42083671877107e-07,0.000125369005353851,5.96546574314159,"Down"
"ALDH2",-1.39853265206017,7.72301126550599,-7.65905782379108,9.45872259133733e-07,0.000125369005353851,5.96152497808301,"Down"
"H4C2",1.74949902930315,8.6679644354081,7.65264923576665,9.56058444380192e-07,0.000125369005353851,5.95100698850787,"Up"
"MFAP4",-2.82833721243089,8.10278814475688,-7.64995482677765,9.60375321893389e-07,0.000125369005353851,5.94658308058089,"Down"
"PFKFB3",-1.43739031323616,7.66619473359612,-7.64705771411974,9.6503973380652e-07,0.000125369005353851,5.94182519830239,"Down"
"CDH5",-1.88623642477265,7.83486691062883,-7.63979727818597,9.76833665575922e-07,0.000125369005353851,5.92989622458037,"Down"
"WDHD1",2.18473033691972,6.05863711027563,7.63944201947778,9.77414609214495e-07,0.000125369005353851,5.92931233719108,"Up"
"PTGS2",-3.3110151695208,6.69055170676646,-7.63845558120669,9.79029598290587e-07,0.000125369005353851,5.92769097649586,"Down"
"TNFRSF10C",-2.19264949886067,7.18886443624474,-7.63561444937343,9.83696703110349e-07,0.000125369005353851,5.92302036796132,"Down"
"HMMR",1.85690661628251,5.22742650606514,7.59474880421899,1.05346412466363e-06,0.000133045309317064,5.85571241326271,"Up"
"CXCL2",-2.9544258748811,7.74937651382724,-7.59177701426295,1.05873562784308e-06,0.000133045309317064,5.85080837784285,"Down"
"ASPM",3.08214228077074,6.29155057488519,7.5795545120438,1.08070844693506e-06,0.000134863408273771,5.8306255370761,"Up"
"MALL",-1.84985680330533,8.7151967816849,-7.556636978465,1.12320408374894e-06,0.000139199844034265,5.79272435841902,"Down"
"SIDT2",-0.830161987650171,7.53010022731872,-7.55077365224814,1.13435481940228e-06,0.000139618877429172,5.78301543160819,"NS"
"MEF2D",-0.878615825131688,7.36633191765918,-7.53858614966261,1.15790494482978e-06,0.00014154797182715,5.7628186629861,"NS"
"SLC12A6",-0.939181696094281,6.9663587453386,-7.52338208681054,1.18800318741827e-06,0.000144246062688557,5.73759300487797,"NS"
"PLEKHH2",-1.9977173803589,7.2342854389761,-7.41489844206542,1.42797912135489e-06,0.000172220032286895,5.55663722139741,"Down"
"ZNF385B",-1.56020723553307,5.7818153677936,-7.40760187379813,1.44584084212427e-06,0.000173211732886487,5.54440526109905,"Down"
"TOB2",-0.852526657959796,7.54545395727867,-7.37437022788343,1.53019575629758e-06,0.000181441974997959,5.48859842030017,"NS"
"BUB1B",2.22922218801335,5.95241939922383,7.37263684738603,1.53473456870839e-06,0.000181441974997959,5.48568312296572,"Up"
"CENPU",2.23706797003862,5.62324392425086,7.36386909839293,1.55790934553893e-06,0.000181445022878585,5.4709303659082,"Up"
"BMAL2",1.20957550489545,6.47477704212444,7.3633838811672,1.55920250094766e-06,0.000181445022878585,5.47011360665847,"Up"
"ACADL",-1.80674766477325,5.64971074008219,-7.36119440063325,1.56505167201896e-06,0.000181445022878585,5.4664276614577,"Down"
"CSF1",-0.874830636467526,7.38854667894014,-7.35596939191824,1.57910311153482e-06,0.0001819005315018,5.4576286636283,"NS"
"KIF11",2.4917976875463,6.03654797543206,7.34856088230721,1.59925306260685e-06,0.000183048264554427,5.44514584082433,"Up"
"PDLIM3",-1.52807513679007,7.26980005123206,-7.34349766104079,1.6131787090891e-06,0.000183473553179311,5.43661009390936,"Down"
"CFLAR",-1.26103919494869,7.17856498696028,-7.33719674553433,1.63068570053877e-06,0.000184298251815608,5.42598261585801,"Down"
"ANGPTL1",-1.40932295897202,4.90194284959348,-7.3303141956793,1.65003592244579e-06,0.000185319659539693,5.41436754902728,"Down"
"TAMALIN",-1.01602491801867,6.97482881677245,-7.28488485957534,1.78393229589129e-06,0.000197966514727966,5.33752827778114,"Down"
"GPC3",-1.44760909212631,6.22798969511987,-7.28464355250584,1.78467308769786e-06,0.000197966514727966,5.3371193314281,"Down"
"KLF6",-2.29189578560149,9.08928712799564,-7.26813691172663,1.83611811005886e-06,0.000202423573237777,5.30912524702498,"Down"
"CCNB1",2.00163513486356,6.36300304214981,7.26069170293576,1.85982699609683e-06,0.000203787140974756,5.29648576358036,"Up"
"PLPP3",-1.74159994862979,8.05308214090758,-7.24746182767178,1.902749584222e-06,0.000207226727445268,5.27400598797047,"Down"
"TACC1",-1.79561564827828,7.85384042182808,-7.23438530838518,1.94619286487426e-06,0.00021068123964934,5.25176181079418,"Down"
"CD34",-1.54611275332631,7.3121369650424,-7.21492424142862,2.01277597119403e-06,0.000216584336541058,5.21861102244238,"Down"
"SYNE1",-1.54470755960957,6.73064454817543,-7.19383687112623,2.08761696181087e-06,0.000222104861128157,5.18262778032656,"Down"
"GEMIN2",0.872456487212658,4.67410591004871,7.19351013389294,2.0887991948057e-06,0.000222104861128157,5.18206973107925,"NS"
"RIPOR2",-1.45240328585935,6.6495726729871,-7.18887660647863,2.10564018389283e-06,0.000222578553556201,5.17415424957894,"Down"
"PREX1",-1.04095731519301,7.47559863118925,-7.17375983499351,2.16157676177257e-06,0.000227155171982767,5.14830846970209,"Down"
"CLEC4D",-1.08204380284849,4.67362060458981,-7.14777885740066,2.26137034171612e-06,0.000236260610701387,5.10381002361723,"Down"
"CELF2",-1.81462312142165,7.53599853118008,-7.1440018730134,2.27627369300215e-06,0.000236442995741321,5.09733288350126,"Down"
"SPTBN1",-1.50529195558211,9.75076806464501,-7.11959059383462,2.37510418374475e-06,0.000245290932079846,5.05541995748391,"Down"
"RPS6KA2",-0.825267792783979,7.26291526377187,-7.09973520983632,2.45879169731086e-06,0.000250609874785807,5.02126527245205,"NS"
"IL6",-2.34659629215371,7.07760474002087,-7.09413095052438,2.48296592014465e-06,0.000250609874785807,5.0116145874803,"Down"
"CALCOCO1",-1.0286972707687,7.50479274130623,-7.09308773053835,2.48749323080172e-06,0.000250609874785807,5.00981762949073,"Down"
"MUC1",-2.30892283129995,7.78067932368697,-7.09288033427223,2.48839430489584e-06,0.000250609874785807,5.00946036822852,"Down"
"SPDL1",1.38953431209267,5.83435178484678,7.0903200374489,2.49954614079656e-06,0.000250609874785807,5.00504947909134,"Up"
"CCNH",-1.45737575371579,7.26130832268373,-7.08786636162294,2.51028255211159e-06,0.000250609874785807,5.00082138074471,"Down"
"PPAT",1.61044531833932,6.69350210541254,7.07353832584467,2.57394607277921e-06,0.000255545916728411,4.97611423353747,"Up"
"CENPE",2.15763723943813,5.56522928019431,7.05534712233294,2.65721255970853e-06,0.000262363240098694,4.94470236397514,"Up"
"UCHL5",1.27125991299044,6.97802197126647,7.04933803151954,2.68533199557814e-06,0.000263690797598574,4.93431549862618,"Up"
"TPX2",2.67252184855506,7.01941972220476,7.04075532782903,2.72603452155109e-06,0.000265105931835181,4.91947094948083,"Up"
"SYNPO2",-1.97893314663043,6.10023130382614,-7.03796066167432,2.7394265131399e-06,0.000265105931835181,4.91463500802889,"Down"
"CDKN3",2.15471003612237,5.90594198792347,7.03700925431467,2.74400129779319e-06,0.000265105931835181,4.91298841550157,"Up"
"FAM111B",2.68992981241057,6.21108621028348,7.03110258377136,2.77258221603906e-06,0.000266434772311347,4.90276283842277,"Up"
"SOCS2",-1.37625556601591,6.73372878273326,-7.0266172686358,2.7944930626305e-06,0.000267111916678032,4.89499450128221,"Down"
"CHCHD3",0.635204257770229,5.93078444965494,7.00888654012988,2.88289334459952e-06,0.00027410366879605,4.86425706231189,"NS"
"FGD5",-0.757364099953937,6.6640492757801,-6.99751304826916,2.94113099057646e-06,0.000278169073161363,4.84451619274811,"NS"
"LMNA",-0.970800825155045,8.162297733552,-6.9921448170403,2.96904421279854e-06,0.000279338871748637,4.83519204680241,"NS"
"ARHGAP11A",1.44663272436183,4.97453948397932,6.96982405811711,3.08810434943886e-06,0.000289027266455293,4.79637777292456,"Up"
"SCAMP2",-0.607998610620792,7.36318318732166,-6.95782464532616,3.15415926393106e-06,0.000293680010221975,4.77548157549042,"NS"
"PBK",2.03378343262348,5.56924360940797,6.94627939490382,3.21910688824662e-06,0.000298182220524699,4.75535644310065,"Up"
"OLFML1",-1.18484203818825,6.47650077526558,-6.94308596787251,3.23731676779039e-06,0.000298331191370222,4.74978637918442,"Down"
"ATXN7",-1.11308146663064,7.56470324735256,-6.92821828787607,3.32352298842223e-06,0.000304234901467405,4.72383417006624,"Down"
"DUSP1",-2.27699406080322,8.77079517600488,-6.92622849628253,3.33524071169053e-06,0.000304234901467405,4.72035845160023,"Down"
"HSPB8",-1.87934545606683,6.8818777972579,-6.90854533663846,3.4412887596022e-06,0.000310883677255168,4.68944456844712,"Down"
"TOP2A",3.87099224323642,7.19917811386401,6.90830900691027,3.44272964795651e-06,0.000310883677255168,4.68903110540297,"Up"
"NUSAP1",2.40038714124018,6.73701668724043,6.89736958013252,3.510120389157e-06,0.000315384316965757,4.66988346519523,"Up"
"PDGFRB",-1.13235922575995,7.72154646022641,-6.87290897510526,3.66583356023873e-06,0.000327736463072089,4.62700608722479,"Down"
"ITK",-1.2428096279926,5.83861825364457,-6.85713960501019,3.77002546280468e-06,0.000333784781405147,4.59931742962098,"Down"
"ECM2",-1.38431160092448,5.48398438218399,-6.85489771224803,3.785087092073e-06,0.000333784781405147,4.59537805524829,"Down"
"SELENBP1",-1.14366460436542,7.37487629051896,-6.85428571637174,3.78920953848915e-06,0.000333784781405147,4.59430255041199,"Down"
"GRK5",-1.22155778094621,6.98680592629277,-6.84952884687712,3.82141224672474e-06,0.000334073907378035,4.58594109489714,"Down"
"CCDC141",-1.9001322208085,5.09286171489787,-6.84638069962432,3.84288121541681e-06,0.000334073907378035,4.58040557860254,"Down"
"ANKS1A",-0.753588759523186,7.29097246463781,-6.84342474307785,3.8631540627527e-06,0.000334073907378035,4.57520668292249,"NS"
"STAT6",-1.2680173756404,7.89336320786606,-6.84288695509145,3.86685435362444e-06,0.000334073907378035,4.57426069176156,"Down"
"TMT1A",-2.03953155970881,7.19521155281937,-6.83573340854985,3.91642802599041e-06,0.000336127780561637,4.56167329619867,"Down"
