"Regulation","Gene","Dataset"
"Down","SLCO2A1","GSE33532"
"Up","DLGAP5","GSE33532"
"Up","PSMB5","GSE33532"
"Down","LRRC18","GSE33532"
"Down","FGR","GSE33532"
"Down","SOX18","GSE33532"
"Up","PDIA6","GSE33532"
"Down","CFP","GSE33532"
"Down","IL1RL1","GSE33532"
"Up","HMGB3","GSE33532"
"Down","PGM5","GSE33532"
"Up","COL1A1","GSE33532"
"Down","KLF4","GSE33532"
"Down","ITGA8","GSE33532"
"Up","UBE2C","GSE33532"
"Down","HDC","GSE33532"
"Up","SPTBN2","GSE33532"
"Up","CCNB2","GSE33532"
"Down","ADIRF","GSE33532"
"Up","ENTPD7","GSE33532"
"Up","SEC61G","GSE33532"
"Down","REEP1","GSE33532"
"Down","GLIPR2","GSE33532"
"Up","BZW2","GSE33532"
"Down","SCARA5","GSE33532"
"Up","BOLA3","GSE33532"
"Down","GYPC","GSE33532"
"Down","CPED1","GSE33532"
"Up","UQCC3","GSE33532"
"Down","ACSS3","GSE33532"
"Up","KIF20A","GSE33532"
"Down","DUOXA1","GSE33532"
"Down","NOSTRIN","GSE33532"
"Down","HLA-E","GSE33532"
"Down","FMO2","GSE33532"
"Down","BEX1","GSE33532"
"Up","DSP","GSE33532"
"Down","ZBTB16","GSE33532"
"Down","MSR1","GSE33532"
"Up","FERMT1","GSE33532"
"Down","NES","GSE33532"
"Up","PDIA4","GSE33532"
"Down","EGFL7","GSE33532"
"Down","CYYR1","GSE33532"
"Down","PNPLA6","GSE33532"
"Down","HPS5","GSE33532"
"Up","H2AC15","GSE33532"
"Up","MTFP1","GSE33532"
"Down","SH2B3","GSE33532"
"Up","ECT2","GSE33532"
"Down","PHACTR2","GSE33532"
"Up","EEF1E1","GSE33532"
"Up","RPP40","GSE33532"
"Down","TSPAN18","GSE33532"
"Down","SNX25","GSE33532"
"Up","GMNN","GSE33532"
"Up","GPATCH4","GSE33532"
"Up","TPX2","GSE33532"
"Down","SYNPO2","GSE33532"
"Down","DOCK6","GSE33532"
"Down","PLA2G1B","GSE33532"
"Down","HSPB8","GSE33532"
"Down","ADGRL2","GSE33532"
"Down","F8","GSE33532"
"Up","PYCR1","GSE33532"
"Down","STOM","GSE33532"
"Down","TSPAN4","GSE33532"
"Down","NFIA","GSE33532"
"Down","HYAL1","GSE33532"
"Down","ABHD6","GSE33532"
"Down","MAL","GSE33532"
"Up","LYPLA1","GSE33532"
"Down","APOBR","GSE33532"
"Down","HSPB7","GSE33532"
"Down","PAPSS2","GSE33532"
"Down","PKIG","GSE33532"
"Down","PPP1R15A","GSE33532"
"Down","LSAMP","GSE33532"
"Up","TMEM177","GSE33532"
"Up","PHLDA2","GSE33532"
"Down","LIFR","GSE33532"
"Down","RNF144B","GSE33532"
"Down","OLR1","GSE33532"
"Down","RBP4","GSE33532"
"Up","LGR4","GSE33532"
"Down","A2M","GSE33532"
"Down","SPNS2","GSE33532"
"Up","ACTL6A","GSE33532"
"Up","ZWINT","GSE33532"
"Down","PPARGC1B","GSE33532"
"Down","NEBL","GSE33532"
"Up","CENPF","GSE33532"
"Down","CD300LF","GSE33532"
"Up","CEP55","GSE33532"
"Down","WASF3","GSE33532"
"Down","LMO2","GSE33532"
"Up","GNPNAT1","GSE33532"
"Up","HJURP","GSE33532"
"Down","PREX1","GSE33532"
"Up","CDC20","GSE33532"
"Down","FGF18","GSE33532"
"Down","GPM6B","GSE33532"
"Down","CSRNP1","GSE33532"
"Up","METTL1","GSE33532"
"Up","SLC50A1","GSE33532"
"Down","FRMD3","GSE33532"
"Up","ATIC","GSE33532"
"Up","NLN","GSE33532"
"Up","DNAJB11","GSE33532"
"Up","MELK","GSE33532"
"Up","SRPRB","GSE33532"
"Down","RAB11FIP1","GSE33532"
"Down","DOCK11","GSE33532"
"Down","ARGLU1","GSE33532"
"Down","PLPP3","GSE33532"
"Down","FRMD4B","GSE33532"
"Up","DAP3","GSE33532"
"Down","MEIS1","GSE33532"
"Up","SNRPC","GSE33532"
"Down","STAT5A","GSE33532"
"Up","SULF1","GSE33532"
"Down","GKN2","GSE33532"
"Up","NUSAP1","GSE33532"
"Down","MTARC2","GSE33532"
"Down","PALMD","GSE33532"
"Down","IFT140","GSE33532"
"Down","MCOLN3","GSE33532"
"Up","SGPL1","GSE33532"
"Down","ANK2","GSE33532"
"Down","AOC3","GSE33532"
"Up","TRIM59","GSE33532"
"Up","PTTG1","GSE33532"
"Down","GPRASP1","GSE33532"
"Down","HEG1","GSE33532"
"Up","MRPS17","GSE33532"
"Up","SLC39A11","GSE33532"
"Up","EXO1","GSE33532"
"Down","LDLR","GSE33532"
"Up","AURKA","GSE33532"
"Up","THBS2","GSE33532"
"Down","CYP27A1","GSE33532"
"Down","CD83","GSE33532"
"Down","AFAP1L1","GSE33532"
"Up","MCM4","GSE33532"
"Down","RBMS3","GSE33532"
"Up","MRPS21","GSE33532"
"Down","SCARA3","GSE33532"
"Down","RASGRP2","GSE33532"
"Down","HSD17B6","GSE33532"
"Down","CCDC17","GSE33532"
"Down","ARRB1","GSE33532"
"Up","FAM136A","GSE33532"
"Down","PDK4","GSE33532"
"Down","FRAS1","GSE33532"
"Up","YDJC","GSE33532"
"Down","TPK1","GSE33532"
"Down","CA2","GSE33532"
"Down","JAML","GSE33532"
"Up","KIF11","GSE33532"
"Up","CDKN3","GSE33532"
"Down","OSBPL6","GSE33532"
"Down","GPX3","GSE33532"
"Up","HPRT1","GSE33532"
"Up","MYBL2","GSE33532"
"Down","NPNT","GSE33532"
"Up","FKBP11","GSE33532"
"Up","PPAT","GSE33532"
"Up","EME1","GSE33532"
"Up","H2BC5","GSE33532"
"Down","SLC18A2","GSE33532"
"Up","GPT2","GSE33532"
"Up","ANLN","GSE33532"
"Down","TMEM139","GSE33532"
"Up","SRD5A1","GSE33532"
"Up","TMEM132A","GSE33532"
"Down","ZEB2","GSE33532"
"Up","HMMR","GSE33532"
"Up","MMP1","GSE33532"
"Down","C1orf198","GSE33532"
"Up","DCAF13","GSE33532"
"Up","PBK","GSE33532"
"Up","P4HA1","GSE33532"
"Up","TIMM8B","GSE33532"
"Down","PIEZO2","GSE33532"
"Up","RALGPS2","GSE33532"
"Down","TMEM47","GSE33532"
"Up","PFDN2","GSE33532"
"Up","SEM1","GSE33532"
"Down","C1QTNF2","GSE33532"
"Down","GGTLC1","GSE33532"
"Down","HK3","GSE33532"
"Up","PLOD2","GSE33532"
"Up","RCC1","GSE33532"
"Up","CCNF","GSE33532"
"Up","TXNDC17","GSE33532"
"Up","NCAPG","GSE33532"
"Down","UBA7","GSE33532"
"Up","CALU","GSE33532"
"Up","NECTIN4","GSE33532"
"Down","SERPING1","GSE33532"
"Down","JUND","GSE33532"
"Down","CALCOCO1","GSE33532"
"Up","CDCA3","GSE33532"
"Down","BMP2","GSE33532"
"Up","TMEM106C","GSE33532"
"Down","IL18R1","GSE33532"
"Down","SPTAN1","GSE33532"
"Up","BIRC5","GSE33532"
"Down","CAVIN1","GSE33532"
"Down","PPP1R14A","GSE33532"
"Down","C8B","GSE33532"
"Up","TROAP","GSE33532"
"Down","CFD","GSE33532"
"Down","GIMAP6","GSE33532"
"Down","SAMHD1","GSE33532"
"Down","ROR1","GSE33532"
"Up","SGO2","GSE33532"
"Down","TRIP10","GSE33532"
"Up","IER5L","GSE33532"
"Down","SEMA5A","GSE33532"
"Up","RECQL4","GSE33532"
"Down","AQP4","GSE33532"
"Down","LHFPL6","GSE33532"
"Down","HSPB2","GSE33532"
"Up","ANP32E","GSE33532"
"Down","SLC25A25","GSE33532"
"Up","BUB1B","GSE33532"
"Up","SNRNP25","GSE33532"
"Down","ITGAL","GSE33532"
"Down","CAV2","GSE33532"
"Up","MAD2L1","GSE33532"
"Down","SMAD9","GSE33532"
"Up","CENPK","GSE33532"
"Up","ERO1A","GSE33532"
"Down","TPSAB1","GSE33532"
"Down","HLX","GSE33532"
"Up","MMP12","GSE33532"
"Down","EML1","GSE33532"
"Up","RPA3","GSE33532"
"Up","DNPH1","GSE33532"
"Up","TMEM14A","GSE33532"
"Up","KIF4A","GSE33532"
"Up","CDK1","GSE33532"
"Up","POSTN","GSE33532"
"Up","GNL3","GSE33532"
"Up","TIMM13","GSE33532"
"Up","CABLES2","GSE33532"
"Up","SPINT2","GSE33532"
"Down","SIGLEC1","GSE33532"
"Down","LRRK2","GSE33532"
"Down","C1orf115","GSE33532"
"Down","SELP","GSE33532"
"Up","MIX23","GSE33532"
"Down","FAM13C","GSE33532"
"Up","PDCD2L","GSE33532"
"Down","IL3RA","GSE33532"
"Down","RGN","GSE33532"
"Down","FILIP1","GSE33532"
"Down","ZNF385B","GSE33532"
"Down","CEP126","GSE33532"
"Down","OSR1","GSE33532"
"Down","ARC","GSE33532"
"Down","CRTAM","GSE33532"
"Down","TAPT1","GSE33532"
"Up","SHMT2","GSE33532"
"Down","HLF","GSE33532"
"Down","FAM184A","GSE33532"
"Up","CBLC","GSE33532"
"Down","ATP13A4","GSE33532"
"Down","DNAAF9","GSE33532"
"Down","CTNNAL1","GSE33532"
"Up","SAPCD2","GSE33532"
"Down","C1orf162","GSE33532"
"Down","CHRDL1","GSE33532"
"Down","EIF3F","GSE33532"
"Up","PAICS","GSE33532"
"Down","RILPL2","GSE33532"
"Up","SRM","GSE33532"
"Up","TWNK","GSE33532"
"Down","REV3L","GSE33532"
"Up","RCCD1","GSE33532"
"Down","ID2","GSE33532"
"Down","EDN1","GSE33532"
"Down","HOXA5","GSE33532"
"Up","MKI67","GSE33532"
"Down","EFR3B","GSE33532"
"Down","SPARCL1","GSE33532"
"Down","GAB3","GSE33532"
"Up","COL11A1","GSE33532"
"Down","CETP","GSE33532"
"Up","GFPT1","GSE33532"
"Up","LAD1","GSE33532"
"Up","RMI2","GSE33532"
"Up","PTS","GSE33532"
"Up","RPL22L1","GSE33532"
"Down","CACNA2D2","GSE33532"
"Down","FOSB","GSE33532"
"Down","SHE","GSE33532"
"Up","SLC25A10","GSE33532"
"Down","PIP5K1B","GSE33532"
"Down","DST","GSE33532"
"Up","KPNA2","GSE33532"
"Down","S100A3","GSE33532"
"Down","RAB37","GSE33532"
"Down","DLC1","GSE33532"
"Up","CKAP2L","GSE33532"
"Up","PFDN6","GSE33532"
"Down","EPB41L5","GSE33532"
"Up","CCNA2","GSE33532"
"Up","DEPDC1B","GSE33532"
"Up","MRPL13","GSE33532"
"Down","EPB41L2","GSE33532"
"Up","GOLM1","GSE33532"
"Up","TENM4","GSE33532"
"Up","ORC6","GSE33532"
"Up","LSM2","GSE33532"
"Down","CD52","GSE33532"
"Down","TTLL7","GSE33532"
"Up","TIPIN","GSE33532"
"Down","ABCG2","GSE33532"
"Down","MAOB","GSE33532"
"Down","PTPRM","GSE33532"
"Down","PLCE1","GSE33532"
"Up","TK1","GSE33532"
"Down","GLDN","GSE33532"
"Up","PCNA","GSE33532"
"Up","CENPH","GSE33532"
"Down","CRIM1","GSE33532"
"Up","NDC80","GSE33532"
"Up","KDELR3","GSE33532"
"Up","MRPL15","GSE33532"
"Up","CCT3","GSE33532"
"Up","ASPM","GSE33532"
"Up","CHAF1B","GSE33532"
"Up","GINS2","GSE33532"
"Up","CENPE","GSE33532"
"Up","TPBG","GSE33532"
"Down","OLFML1","GSE33532"
"Down","CYP4B1","GSE33532"
"Up","CKAP4","GSE33532"
"Up","ALG3","GSE33532"
"Down","DPYSL2","GSE33532"
"Down","ARHGEF6","GSE33532"
"Down","ITGAX","GSE33532"
"Down","TOGARAM2","GSE33532"
"Down","DCSTAMP","GSE33532"
"Up","LMNB1","GSE33532"
"Down","COX4I2","GSE33532"
"Down","ST8SIA1","GSE33532"
"Down","HBEGF","GSE33532"
"Up","SPAG5","GSE33532"
"Down","HSDL2","GSE33532"
"Up","P3H4","GSE33532"
"Up","SEC24D","GSE33532"
"Up","GLRX2","GSE33532"
"Down","AMIGO1","GSE33532"
"Down","SRPX","GSE33532"
"Down","GABBR1","GSE33532"
"Up","SLC35F2","GSE33532"
"Up","MMP11","GSE33532"
"Up","GJB2","GSE33532"
"Up","CDH3","GSE33532"
"Down","GNG11","GSE33532"
"Down","KLF6","GSE33532"
"Down","SYNC","GSE33532"
"Down","CAMK2N1","GSE33532"
"Down","ACCS","GSE33532"
"Up","PFKP","GSE33532"
"Up","IGSF9","GSE33532"
"Down","ITM2A","GSE33532"
"Up","BLM","GSE33532"
"Down","GJA4","GSE33532"
"Down","ARL13B","GSE33532"
"Up","DCTPP1","GSE33532"
"Up","CENPA","GSE33532"
"Down","COX7A1","GSE33532"
"Down","STAC","GSE33532"
"Down","PLLP","GSE33532"
"Up","ETV4","GSE33532"
"Down","CSF3R","GSE33532"
"Up","CHEK1","GSE33532"
"Down","MYO1F","GSE33532"
"Down","VSIG10","GSE33532"
"Up","MDK","GSE33532"
"Down","LENG8","GSE33532"
"Down","ZSCAN18","GSE33532"
"Down","SCTR","GSE33532"
"Up","RNASEH2A","GSE33532"
"Down","MMP19","GSE33532"
"Up","RACGAP1","GSE33532"
"Up","DSG2","GSE33532"
"Down","CLEC12A","GSE33532"
"Down","BCHE","GSE33532"
"Up","SMYD3","GSE33532"
"Up","FAP","GSE33532"
"Down","LAMB2","GSE33532"
"Down","SGIP1","GSE33532"
"Down","DOK2","GSE33532"
"Down","ZBED2","GSE33532"
"Down","GPC3","GSE33532"
"Down","CGNL1","GSE33532"
"Up","NOP16","GSE33532"
"Up","IPO4","GSE33532"
"Down","ABCA3","GSE33532"
"Down","OGN","GSE33532"
"Up","KIF18B","GSE33532"
"Down","EBF1","GSE33532"
"Down","RRAS","GSE33532"
"Up","TARS1","GSE33532"
"Up","PRC1","GSE33532"
"Down","PLA1A","GSE33532"
"Down","ZFP36","GSE33532"
"Down","THBD","GSE33532"
"Down","FBP1","GSE33532"
"Down","ADAMTSL4","GSE33532"
"Down","ACKR1","GSE33532"
"Up","H2BC10","GSE33532"
"Down","VSIR","GSE33532"
"Down","RAB11FIP2","GSE33532"
"Up","NUF2","GSE33532"
"Up","ZNF468","GSE33532"
"Down","MPDZ","GSE33532"
"Up","RFC4","GSE33532"
"Up","SPC24","GSE33532"
"Up","COL5A2","GSE33532"
"Up","ABCB6","GSE33532"
"Down","ZNF331","GSE33532"
"Down","RAI2","GSE33532"
"Down","ADGRE5","GSE33532"
"Up","E2F8","GSE33532"
"Down","MAP3K8","GSE33532"
"Up","ILF2","GSE33532"
"Down","ARHGAP29","GSE33532"
"Up","TNFRSF21","GSE33532"
"Down","HPCAL1","GSE33532"
"Down","FYN","GSE33532"
"Down","ARHGAP18","GSE33532"
"Up","CDT1","GSE33532"
"Up","CENPM","GSE33532"
"Up","MRPL19","GSE33532"
"Down","PRICKLE2","GSE33532"
"Down","PLK3","GSE33532"
"Down","SH3GL3","GSE33532"
"Up","SOX4","GSE33532"
"Down","CPAMD8","GSE33532"
"Up","FANCI","GSE33532"
"Down","PF4","GSE33532"
"Up","PDK1","GSE33532"
"Down","ANOS1","GSE33532"
"Down","CCNL1","GSE33532"
"Up","KIFC1","GSE33532"
"Down","C5AR1","GSE33532"
"Up","EZH2","GSE33532"
"Down","LMO7","GSE33532"
"Down","TMEM178A","GSE33532"
"Down","FLVCR2","GSE33532"
"Down","FAT4","GSE33532"
"Down","ZEB1","GSE33532"
"Down","TM6SF1","GSE33532"
"Down","KLF9","GSE33532"
"Up","KIF14","GSE33532"
"Up","PIMREG","GSE33532"
"Down","MFSD2A","GSE33532"
"Down","ZNF429","GSE33532"
"Down","THEMIS2","GSE33532"
"Up","POLE2","GSE33532"
"Up","NCAPG2","GSE33532"
"Down","GRAMD2A","GSE33532"
"Down","C7","GSE33532"
"Down","PEBP4","GSE33532"
"Up","FHL2","GSE33532"
"Up","ASPHD2","GSE33532"
"Down","CX3CL1","GSE33532"
"Down","CCDC9B","GSE33532"
"Down","RNF125","GSE33532"
"Down","SFTPC","GSE33532"
"Up","MAPK13","GSE33532"
"Up","STIL","GSE33532"
"Up","RUNX2","GSE33532"
"Up","SDHAF3","GSE33532"
"Down","CYRIA","GSE33532"
"Down","P2RY14","GSE33532"
"Down","VSIG4","GSE33532"
"Up","HYOU1","GSE33532"
"Down","BTK","GSE33532"
"Down","LRRC70","GSE33532"
"Up","HS6ST2","GSE33532"
"Down","SOSTDC1","GSE33532"
"Up","MRPL12","GSE33532"
"Down","SULT1A2","GSE33532"
"Up","MRPL47","GSE33532"
"Up","CENPL","GSE33532"
"Up","TYMS","GSE33532"
"Up","XPR1","GSE33532"
"Up","TFAP2A","GSE33532"
"Down","RGS22","GSE33532"
"Up","NUDT1","GSE33532"
"Up","PNPT1","GSE33532"
"Down","SLC5A9","GSE33532"
"Up","GGH","GSE33532"
"Down","ACP5","GSE33532"
"Down","SLC15A3","GSE33532"
"Down","PTGDS","GSE33532"
"Up","PC","GSE33532"
"Up","SELENOI","GSE33532"
"Up","KIF15","GSE33532"
"Down","FOXF2","GSE33532"
"Down","CACNA1D","GSE33532"
"Down","PRELP","GSE33532"
"Up","MFAP2","GSE33532"
"Up","CDCA8","GSE33532"
"Down","CNRIP1","GSE33532"
"Down","GPD1L","GSE33532"
"Up","CCN4","GSE33532"
"Down","NPDC1","GSE33532"
"Down","ELAPOR2","GSE33532"
"Down","PTGER4","GSE33532"
"Down","ALDH2","GSE33532"
"Up","KIF23","GSE33532"
"Up","CDCA5","GSE33532"
"Down","HLA-DPB1","GSE33532"
"Down","CRIP2","GSE33532"
"Down","KANK2","GSE33532"
"Up","ANKRD22","GSE33532"
"Down","NR4A1","GSE33532"
"Down","NTN4","GSE33532"
"Down","SMAD7","GSE33532"
"Up","PAK1IP1","GSE33532"
"Down","CADM1","GSE33532"
"Down","SLC16A5","GSE33532"
"Down","NEDD9","GSE33532"
"Down","KLRF1","GSE33532"
"Up","MTHFD2","GSE33532"
"Down","ADGRL4","GSE33532"
"Up","BIK","GSE33532"
"Down","ZMAT1","GSE33532"
"Up","CELSR3","GSE33532"
"Down","FADS3","GSE33532"
"Down","SCML1","GSE33532"
"Down","NRROS","GSE33532"
"Down","SEMA3B","GSE33532"
"Up","MTFR1","GSE33532"
"Up","MIS18A","GSE33532"
"Down","PLCB4","GSE33532"
"Up","PLEK2","GSE33532"
"Up","TOP6BL","GSE33532"
"Down","MSX1","GSE33532"
"Down","GAS6","GSE33532"
"Down","SPATA18","GSE33532"
"Up","ADAM12","GSE33532"
"Up","HLTF","GSE33532"
"Down","ITGA1","GSE33532"
"Up","FEN1","GSE33532"
"Down","ARRDC4","GSE33532"
"Down","TSPAN7","GSE33532"
"Down","ZFP36L2","GSE33532"
"Down","ANXA3","GSE33532"
"Up","HOOK1","GSE33532"
"Down","GSAP","GSE33532"
"Up","FAM220A","GSE33532"
"Down","TJP1","GSE33532"
"Down","RPS6KA2","GSE33532"
"Down","RTN1","GSE33532"
"Down","EHD2","GSE33532"
"Down","ADTRP","GSE33532"
"Up","ABRACL","GSE33532"
"Up","PKP3","GSE33532"
"Up","SPAG4","GSE33532"
"Down","HHEX","GSE33532"
"Up","FAM185A","GSE33532"
"Down","AKAP12","GSE33532"
"Down","DAAM2","GSE33532"
"Up","SPC25","GSE33532"
"Down","PLSCR4","GSE33532"
"Down","TSC22D3","GSE33532"
"Down","CCDC68","GSE33532"
"Up","SLC1A4","GSE33532"
"Up","FOXM1","GSE33532"
"Up","MARCKSL1","GSE33532"
"Up","EPHX3","GSE33532"
"Up","IGFBP3","GSE33532"
"Up","SUGCT","GSE33532"
"Up","BYSL","GSE33532"
"Down","NCALD","GSE33532"
"Down","LCP1","GSE33532"
"Down","PARVG","GSE33532"
"Up","RPL39L","GSE33532"
"Up","CHAC2","GSE33532"
"Down","RRAD","GSE33532"
"Up","CDC6","GSE33532"
"Up","MND1","GSE33532"
"Up","MCM2","GSE33532"
"Down","RUNX1T1","GSE33532"
"Up","CYP24A1","GSE33532"
"Up","TNS4","GSE33532"
"Down","TMEM273","GSE33532"
"Down","GADD45B","GSE33532"
"Down","LIMCH1","GSE33532"
"Up","BLACAT1","GSE33532"
"Up","PTPRH","GSE33532"
"Down","TGM2","GSE33532"
"Down","ZNF662","GSE33532"
"Down","LRRC49","GSE33532"
"Up","KNL1","GSE33532"
"Down","NDRG4","GSE33532"
"Up","TMPRSS4","GSE33532"
"Down","PKDCC","GSE33532"
"Down","CIMIP1","GSE33532"
"Down","ATF3","GSE33532"
"Down","LBH","GSE33532"
"Up","EGLN3","GSE33532"
"Down","CNN1","GSE33532"
"Up","NET1","GSE33532"
"Down","CLU","GSE33532"
"Down","GUCY1A2","GSE33532"
"Down","CFTR","GSE33532"
"Down","CLK4","GSE33532"
"Up","DKC1","GSE33532"
"Down","CXCL2","GSE33532"
"Up","BAIAP2L1","GSE33532"
"Up","SFN","GSE33532"
"Down","MAGI3","GSE33532"
"Down","DRAM1","GSE33532"
"Up","BMAL2","GSE33532"
"Down","PIK3R1","GSE33532"
"Up","H2BC9","GSE33532"
"Down","MRC1","GSE33532"
"Down","PRDM6","GSE33532"
"Down","FOS","GSE33532"
"Down","NCF2","GSE33532"
"Down","TBC1D10C","GSE33532"
"Up","KIF2C","GSE33532"
"Up","DBF4","GSE33532"
"Up","POP7","GSE33532"
"Up","BUB1","GSE33532"
"Up","THNSL1","GSE33532"
"Down","NDNF","GSE33532"
"Up","KIF26B","GSE33532"
"Down","PHEX","GSE33532"
"Up","TTK","GSE33532"
"Down","MS4A8","GSE33532"
"Up","LARGE2","GSE33532"
"Up","CDCA2","GSE33532"
"Down","SULT1A1","GSE33532"
"Up","LY6K","GSE33532"
"Up","LAGE3","GSE33532"
"Down","KCNK17","GSE33532"
"Up","PPIF","GSE33532"
"Up","EXOSC5","GSE33532"
"Down","FERMT2","GSE33532"
"Down","LGALSL","GSE33532"
"Up","HELLS","GSE33532"
"Down","LAMA2","GSE33532"
"Down","PILRA","GSE33532"
"Up","SLC39A4","GSE33532"
"Down","CXCL3","GSE33532"
"Down","AQP1","GSE33532"
"Down","SLCO2B1","GSE33532"
"Down","TENT5B","GSE33532"
"Up","H2BC7","GSE33532"
"Down","KCTD12","GSE33532"
"Up","COL1A2","GSE33532"
"Up","H4C3","GSE33532"
"Down","PCDH17","GSE33532"
"Down","KLHL29","GSE33532"
"Up","PUS7","GSE33532"
"Up","JPT1","GSE33532"
"Down","TMEM255A","GSE33532"
"Up","CDC45","GSE33532"
"Up","AURKB","GSE33532"
"Down","PLXNA2","GSE33532"
"Down","FHOD1","GSE33532"
"Up","BASP1","GSE33532"
"Down","CITED2","GSE33532"
"Down","CLIC3","GSE33532"
"Down","APOL3","GSE33532"
"Down","TMT1A","GSE33532"
"Up","ESRP1","GSE33532"
"Up","THY1","GSE33532"
"Up","FNDC1","GSE33532"
"Down","DNAI1","GSE33532"
"Up","ZWILCH","GSE33532"
"Down","ADAMTS1","GSE33532"
"Up","SHCBP1","GSE33532"
"Down","WIF1","GSE33532"
"Up","TSPAN6","GSE33532"
"Down","NR2F2","GSE33532"
"Down","KAT2B","GSE33532"
"Down","BTN3A3","GSE33532"
"Up","H2BC8","GSE33532"
"Up","GTSE1","GSE33532"
"Up","BOP1","GSE33532"
"Down","LPL","GSE33532"
"Up","HYLS1","GSE33532"
"Down","MAML2","GSE33532"
"Down","SOCS2","GSE33532"
"Down","CCL23","GSE33532"
"Up","NCAPH","GSE33532"
"Down","FCER1A","GSE33532"
"Down","RSPH9","GSE33532"
"Down","GATA6","GSE33532"
"Up","MEX3A","GSE33532"
"Up","PLEKHG6","GSE33532"
"Down","PRKCZ","GSE33532"
"Down","BDH2","GSE33532"
"Up","FIGNL1","GSE33532"
"Down","CYBRD1","GSE33532"
"Down","ARHGAP44","GSE33532"
"Up","FLAD1","GSE33532"
"Down","PID1","GSE33532"
"Up","B3GNT3","GSE33532"
"Up","ASF1B","GSE33532"
"Up","DNA2","GSE33532"
"Up","COL5A1","GSE33532"
"Up","FIRRM","GSE33532"
"Down","COL4A4","GSE33532"
"Up","MMP9","GSE33532"
"Down","IRX1","GSE33532"
"Up","ATAD2","GSE33532"
"Down","CHI3L2","GSE33532"
"Down","CYS1","GSE33532"
"Down","IFT57","GSE33532"
"Up","ALYREF","GSE33532"
"Down","TXNIP","GSE33532"
"Down","BTBD19","GSE33532"
"Down","USP53","GSE33532"
"Up","CENPU","GSE33532"
"Up","KRTCAP3","GSE33532"
"Up","CLDN10","GSE33532"
"Up","DIPK1A","GSE33532"
"Down","CDH13","GSE33532"
"Down","EFNB2","GSE33532"
"Down","NKD2","GSE33532"
"Up","KNTC1","GSE33532"
"Up","SKA3","GSE33532"
"Down","TMEM231","GSE33532"
"Up","EPCAM","GSE33532"
"Up","FBXO32","GSE33532"
"Down","MGLL","GSE33532"
"Up","GPR87","GSE33532"
"Down","AK1","GSE33532"
"Up","RHBDL2","GSE33532"
"Down","ETS2","GSE33532"
"Up","SGPP2","GSE33532"
"Down","ZNRF3","GSE33532"
"Up","KCNK1","GSE33532"
"Up","RASSF6","GSE33532"
"Down","FHDC1","GSE33532"
"Up","RAD51AP1","GSE33532"
"Up","MCM10","GSE33532"
"Down","LRP2","GSE33532"
"Down","GIMAP4","GSE33532"
"Up","GPX8","GSE33532"
"Down","SCGB1A1","GSE33532"
"Up","GPI","GSE33532"
"Up","DEPDC1","GSE33532"
"Down","EOGT","GSE33532"
"Up","DARS2","GSE33532"
"Up","NEK2","GSE33532"
"Down","RCAN2","GSE33532"
"Down","ADGRF5","GSE33532"
"Down","CD37","GSE33532"
"Down","PROS1","GSE33532"
"Down","ADGRD1","GSE33532"
"Up","CKS2","GSE33532"
"Down","LRCH2","GSE33532"
"Down","ELN","GSE33532"
"Down","ALOX5AP","GSE33532"
"Up","RMI1","GSE33532"
"Up","ESPL1","GSE33532"
"Up","NUP155","GSE33532"
"Down","ZYX","GSE33532"
"Down","NEXN","GSE33532"
"Up","TIMM8A","GSE33532"
"Up","AUNIP","GSE33532"
"Down","MSRB3","GSE33532"
"Up","SMPDL3B","GSE33532"
"Up","PLAU","GSE33532"
"Down","TEKT1","GSE33532"
"Down","RAVER2","GSE33532"
"Up","STEAP1","GSE33532"
"Down","PTPRO","GSE33532"
"Up","E2F3","GSE33532"
"Down","RSPH1","GSE33532"
"Up","MXRA5","GSE33532"
"Up","NEIL3","GSE33532"
"Down","LTBP2","GSE33532"
"Down","NRN1","GSE33532"
"Down","PLAGL1","GSE33532"
"Up","C2CD4A","GSE33532"
"Up","POLQ","GSE33532"
"Up","SEMA4B","GSE33532"
"Up","CRABP2","GSE33532"
"Up","PROM2","GSE33532"
"Up","C15orf48","GSE33532"
"Up","TMA16","GSE33532"
"Up","TTLL12","GSE33532"
"Down","LURAP1L","GSE33532"
"Down","SCNN1G","GSE33532"
"Up","C5orf46","GSE33532"
"Down","ABLIM3","GSE33532"
"Up","TBX15","GSE33532"
"Up","CDC25C","GSE33532"
"Down","PRICKLE1","GSE33532"
"Down","ELF5","GSE33532"
"Up","FUT3","GSE33532"
"Down","ST6GALNAC5","GSE33532"
"Down","TLR8","GSE33532"
"Down","DKK2","GSE33532"
"Up","CEMIP","GSE33532"
"Down","SLC47A1","GSE33532"
"Down","IER2","GSE33532"
"Up","MMP14","GSE33532"
"Up","OIP5","GSE33532"
"Down","ID4","GSE33532"
"Up","NETO2","GSE33532"
"Down","CFL2","GSE33532"
"Down","ARHGAP25","GSE33532"
"Down","KCNJ15","GSE33532"
"Down","TM4SF18","GSE33532"
"Down","SPMIP6","GSE33532"
"Up","GRHL2","GSE33532"
"Up","SRD5A3","GSE33532"
"Up","SLC39A6","GSE33532"
"Up","H1-2","GSE33532"
"Down","ZNF423","GSE33532"
"Up","GJB3","GSE33532"
"Down","KDR","GSE33532"
"Up","CCNE1","GSE33532"
"Down","LAMP3","GSE33532"
